target,related,unrelated,relation,context
stop,halt,speed,synonym,[CLS] she said that she would kick us off if we did n't [MASK] . [SEP]
stop,warning,penny,unclassified,[CLS] she said that she would kick us off if we did n't [MASK] . [SEP]
stop,halt,speed,synonym,[CLS] jim called a mutual friend and asked her to have kate [MASK] posting . [SEP]
stop,warning,penny,unclassified,[CLS] jim called a mutual friend and asked her to have kate [MASK] posting . [SEP]
stop,halt,speed,synonym,"[CLS] when her doctor told her to [MASK] , she tried to steam everything . [SEP]"
stop,warning,penny,unclassified,"[CLS] when her doctor told her to [MASK] , she tried to steam everything . [SEP]"
stop,halt,speed,synonym,[CLS] alex slept on the bus [MASK] bench for the rest of the day . [SEP]
stop,warning,penny,unclassified,[CLS] alex slept on the bus [MASK] bench for the rest of the day . [SEP]
stop,halt,speed,synonym,[CLS] but that does n't [MASK] zyah from knocking on doors every 30 minutes . [SEP]
stop,warning,penny,unclassified,[CLS] but that does n't [MASK] zyah from knocking on doors every 30 minutes . [SEP]
stop,halt,speed,synonym,[CLS] they decided to try to get me to [MASK] playing . [SEP]
stop,warning,penny,unclassified,[CLS] they decided to try to get me to [MASK] playing . [SEP]
stop,halt,speed,synonym,[CLS] benjamin played this game non - [MASK] for a week . [SEP]
stop,warning,penny,unclassified,[CLS] benjamin played this game non - [MASK] for a week . [SEP]
stop,halt,speed,synonym,"[CLS] all of a sudden , he felt his car slow down and then [MASK] . [SEP]"
stop,warning,penny,unclassified,"[CLS] all of a sudden , he felt his car slow down and then [MASK] . [SEP]"
stop,halt,speed,synonym,[CLS] her daddy told her to [MASK] her crying . [SEP]
stop,warning,penny,unclassified,[CLS] her daddy told her to [MASK] her crying . [SEP]
store,grocery,white,forward phrasal associate,[CLS] she hoped the [MASK] would help find the owner . [SEP]
store,sales,english,unclassified,[CLS] she hoped the [MASK] would help find the owner . [SEP]
store,grocery,white,forward phrasal associate,[CLS] the [MASK] manager cleaned up the mess and consoled tina . [SEP]
store,sales,english,unclassified,[CLS] the [MASK] manager cleaned up the mess and consoled tina . [SEP]
store,grocery,white,forward phrasal associate,"[CLS] she makes a list , leaves the house , and goes to the [MASK] . [SEP]"
store,sales,english,unclassified,"[CLS] she makes a list , leaves the house , and goes to the [MASK] . [SEP]"
store,grocery,white,forward phrasal associate,[CLS] his mom agreed and took him to the [MASK] . [SEP]
store,sales,english,unclassified,[CLS] his mom agreed and took him to the [MASK] . [SEP]
store,grocery,white,forward phrasal associate,[CLS] jane was at a [MASK] when she saw a satin robe on a rack . [SEP]
store,sales,english,unclassified,[CLS] jane was at a [MASK] when she saw a satin robe on a rack . [SEP]
store,grocery,white,forward phrasal associate,[CLS] she walked through the [MASK] looking at the seasonal items . [SEP]
store,sales,english,unclassified,[CLS] she walked through the [MASK] looking at the seasonal items . [SEP]
store,grocery,white,forward phrasal associate,[CLS] will went to a home improvement [MASK] . [SEP]
store,sales,english,unclassified,[CLS] will went to a home improvement [MASK] . [SEP]
store,grocery,white,forward phrasal associate,"[CLS] at the grocery [MASK] he buys fruit , vegetables , and meat . [SEP]"
store,sales,english,unclassified,"[CLS] at the grocery [MASK] he buys fruit , vegetables , and meat . [SEP]"
store,grocery,white,forward phrasal associate,[CLS] he went to the corner [MASK] and bought a bag full of candy . [SEP]
store,sales,english,unclassified,[CLS] he went to the corner [MASK] and bought a bag full of candy . [SEP]
store,grocery,white,forward phrasal associate,[CLS] charlotte went to a discount [MASK] to buy toys . [SEP]
store,sales,english,unclassified,[CLS] charlotte went to a discount [MASK] to buy toys . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] last week they were on assignment chasing a [MASK] . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] last week they were on assignment chasing a [MASK] . [SEP]
storm,hurricane,suggestion,supraordinate,"[CLS] even when the [MASK] hit , he was n't scared because he was n't alone . [SEP]"
storm,tropical,curse,forward phrasal associate,"[CLS] even when the [MASK] hit , he was n't scared because he was n't alone . [SEP]"
storm,hurricane,suggestion,supraordinate,[CLS] everyone nearby took cover from the incoming [MASK] . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] everyone nearby took cover from the incoming [MASK] . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] we were both afraid of the [MASK] . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] we were both afraid of the [MASK] . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] there was a big [MASK] that hit the coast . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] there was a big [MASK] that hit the coast . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] alex stayed in the house to wait out the [MASK] . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] alex stayed in the house to wait out the [MASK] . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] dan was glad to see the sun shining after the rain [MASK] last night . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] dan was glad to see the sun shining after the rain [MASK] last night . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] she heard a big [MASK] brewing outside . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] she heard a big [MASK] brewing outside . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] they knew there was a [MASK] brewing in the ocean . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] they knew there was a [MASK] brewing in the ocean . [SEP]
storm,hurricane,suggestion,supraordinate,[CLS] it was the first time i had ever seen lightning in a snow [MASK] . [SEP]
storm,tropical,curse,forward phrasal associate,[CLS] it was the first time i had ever seen lightning in a snow [MASK] . [SEP]
story,legend,label,supraordinate,[CLS] luckily he was able to find the [MASK] online to finish it . [SEP]
story,fairy,ignore,unclassified,[CLS] luckily he was able to find the [MASK] online to finish it . [SEP]
story,legend,label,supraordinate,[CLS] so he decided to write his own [MASK] . [SEP]
story,fairy,ignore,unclassified,[CLS] so he decided to write his own [MASK] . [SEP]
story,legend,label,supraordinate,"[CLS] when the [MASK] broke , sales for ringo 's new book skyrocketed . [SEP]"
story,fairy,ignore,unclassified,"[CLS] when the [MASK] broke , sales for ringo 's new book skyrocketed . [SEP]"
story,legend,label,supraordinate,[CLS] we decided to just write our own personal endings to the [MASK] . [SEP]
story,fairy,ignore,unclassified,[CLS] we decided to just write our own personal endings to the [MASK] . [SEP]
story,legend,label,supraordinate,[CLS] there was a featured [MASK] about isis . [SEP]
story,fairy,ignore,unclassified,[CLS] there was a featured [MASK] about isis . [SEP]
story,legend,label,supraordinate,[CLS] carly called her boyfriend and demanded to know the [MASK] . [SEP]
story,fairy,ignore,unclassified,[CLS] carly called her boyfriend and demanded to know the [MASK] . [SEP]
story,legend,label,supraordinate,[CLS] nancy wanted to see a love [MASK] she had heard about . [SEP]
story,fairy,ignore,unclassified,[CLS] nancy wanted to see a love [MASK] she had heard about . [SEP]
story,legend,label,supraordinate,[CLS] bob decided to write a [MASK] about his time in the military . [SEP]
story,fairy,ignore,unclassified,[CLS] bob decided to write a [MASK] about his time in the military . [SEP]
story,legend,label,supraordinate,[CLS] cora was chided for telling such a scary [MASK] . [SEP]
story,fairy,ignore,unclassified,[CLS] cora was chided for telling such a scary [MASK] . [SEP]
story,legend,label,supraordinate,[CLS] it was a short [MASK] about an author who wrote short stories . [SEP]
story,fairy,ignore,unclassified,[CLS] it was a short [MASK] about an author who wrote short stories . [SEP]
straight,curve,squad,antonym,[CLS] hester has always loved how her hair looks [MASK] . [SEP]
straight,ruler,grasp,perceptual property,[CLS] hester has always loved how her hair looks [MASK] . [SEP]
straight,curve,squad,antonym,"[CLS] throughout the forest , it continued to move in a [MASK] path . [SEP]"
straight,ruler,grasp,perceptual property,"[CLS] throughout the forest , it continued to move in a [MASK] path . [SEP]"
straight,curve,squad,antonym,"[CLS] she picked up her kids , and took them [MASK] to an ice cream parlor . [SEP]"
straight,ruler,grasp,perceptual property,"[CLS] she picked up her kids , and took them [MASK] to an ice cream parlor . [SEP]"
straight,curve,squad,antonym,[CLS] in a few months my tooth was [MASK] . [SEP]
straight,ruler,grasp,perceptual property,[CLS] in a few months my tooth was [MASK] . [SEP]
straight,curve,squad,antonym,[CLS] they took their poles [MASK] to the lake . [SEP]
straight,ruler,grasp,perceptual property,[CLS] they took their poles [MASK] to the lake . [SEP]
straight,curve,squad,antonym,[CLS] sasha 's first arrow went [MASK] into the ground in front of her . [SEP]
straight,ruler,grasp,perceptual property,[CLS] sasha 's first arrow went [MASK] into the ground in front of her . [SEP]
straight,curve,squad,antonym,[CLS] it had been raining for 2 days [MASK] . [SEP]
straight,ruler,grasp,perceptual property,[CLS] it had been raining for 2 days [MASK] . [SEP]
straight,curve,squad,antonym,[CLS] rosie comes home late from a party and goes [MASK] to bed . [SEP]
straight,ruler,grasp,perceptual property,[CLS] rosie comes home late from a party and goes [MASK] to bed . [SEP]
straight,curve,squad,antonym,[CLS] there was so much static in the air marie 's hair stood [MASK] up ! [SEP]
straight,ruler,grasp,perceptual property,[CLS] there was so much static in the air marie 's hair stood [MASK] up ! [SEP]
straight,curve,squad,antonym,[CLS] tim 's dog slept for two days [MASK] and then died . [SEP]
straight,ruler,grasp,perceptual property,[CLS] tim 's dog slept for two days [MASK] and then died . [SEP]
strange,weird,plaster,synonym,[CLS] her husband knew to expect some [MASK] cravings . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] her husband knew to expect some [MASK] cravings . [SEP]
strange,weird,plaster,synonym,[CLS] the coast guard found a [MASK] ship floating in the ocean . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] the coast guard found a [MASK] ship floating in the ocean . [SEP]
strange,weird,plaster,synonym,[CLS] at first she struggled to pronounce the [MASK] words . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] at first she struggled to pronounce the [MASK] words . [SEP]
strange,weird,plaster,synonym,[CLS] suddenly he saw a [MASK] glistening patch of sand . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] suddenly he saw a [MASK] glistening patch of sand . [SEP]
strange,weird,plaster,synonym,[CLS] her mother said she has a [MASK] napping habit . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] her mother said she has a [MASK] napping habit . [SEP]
strange,weird,plaster,synonym,[CLS] angie thought it [MASK] since her husband knew nothing about cars . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] angie thought it [MASK] since her husband knew nothing about cars . [SEP]
strange,weird,plaster,synonym,[CLS] jimmy learned not to approach [MASK] dogs . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] jimmy learned not to approach [MASK] dogs . [SEP]
strange,weird,plaster,synonym,[CLS] then he noticed something [MASK] . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] then he noticed something [MASK] . [SEP]
strange,weird,plaster,synonym,[CLS] the cereal tasted very [MASK] . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] the cereal tasted very [MASK] . [SEP]
strange,weird,plaster,synonym,[CLS] he knew something was [MASK] when his bed shook . [SEP]
strange,behavior,duck,backward phrasal associate,[CLS] he knew something was [MASK] when his bed shook . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] alex slurped down the [MASK] jell - o with gusto . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] alex slurped down the [MASK] jell - o with gusto . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] miles bought a pack of [MASK] flavored gum . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] miles bought a pack of [MASK] flavored gum . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] maddie 's family went [MASK] picking . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] maddie 's family went [MASK] picking . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] caleb 's family went [MASK] picking . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] caleb 's family went [MASK] picking . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] jen sold her one of her chocolate [MASK] cakes . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] jen sold her one of her chocolate [MASK] cakes . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] the young boy got a cone with chocolate and [MASK] ice cream . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] the young boy got a cone with chocolate and [MASK] ice cream . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] they had [MASK] shortcake for dessert every night for a week . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] they had [MASK] shortcake for dessert every night for a week . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] she accidentally sat on [MASK] jam . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] she accidentally sat on [MASK] jam . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] she poured [MASK] scented bubble bath under the water . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] she poured [MASK] scented bubble bath under the water . [SEP]
strawberry,shortcake,triumph,backward phrasal associate,[CLS] she entered her recipe for [MASK] shortcake . [SEP]
strawberry,festival,title,backward phrasal associate,[CLS] she entered her recipe for [MASK] shortcake . [SEP]
street,boulevard,noisy,synonym,"[CLS] before she moved to the nearest [MASK] to her house , she was attacked . [SEP]"
street,cross,conclude,forward phrasal associate,"[CLS] before she moved to the nearest [MASK] to her house , she was attacked . [SEP]"
street,boulevard,noisy,synonym,[CLS] brenda was a [MASK] artist . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] brenda was a [MASK] artist . [SEP]
street,boulevard,noisy,synonym,[CLS] there was a [MASK] she wanted to take home which was closed . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] there was a [MASK] she wanted to take home which was closed . [SEP]
street,boulevard,noisy,synonym,[CLS] as the float moved down the [MASK] you could hear an old man singing . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] as the float moved down the [MASK] you could hear an old man singing . [SEP]
street,boulevard,noisy,synonym,[CLS] but lily wants to play with becky down the [MASK] . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] but lily wants to play with becky down the [MASK] . [SEP]
street,boulevard,noisy,synonym,[CLS] i made friends with a kid down the [MASK] . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] i made friends with a kid down the [MASK] . [SEP]
street,boulevard,noisy,synonym,[CLS] she and ed looked around and found a medium sized stone on the [MASK] . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] she and ed looked around and found a medium sized stone on the [MASK] . [SEP]
street,boulevard,noisy,synonym,[CLS] he finds a used car for sale on the [MASK] . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] he finds a used car for sale on the [MASK] . [SEP]
street,boulevard,noisy,synonym,[CLS] she bought her son a pair of sesame [MASK] shoes . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] she bought her son a pair of sesame [MASK] shoes . [SEP]
street,boulevard,noisy,synonym,[CLS] victor always wore expensive suits to his job on wall [MASK] . [SEP]
street,cross,conclude,forward phrasal associate,[CLS] victor always wore expensive suits to his job on wall [MASK] . [SEP]
stress,tension,wings,synonym,[CLS] once the [MASK] died down at work the nightmares went away . [SEP]
stress,crisis,cradle,unclassified,[CLS] once the [MASK] died down at work the nightmares went away . [SEP]
stress,tension,wings,synonym,[CLS] his coach gave him some pointers on handling [MASK] during games . [SEP]
stress,crisis,cradle,unclassified,[CLS] his coach gave him some pointers on handling [MASK] during games . [SEP]
stress,tension,wings,synonym,[CLS] yet the [MASK] was just too much for her . [SEP]
stress,crisis,cradle,unclassified,[CLS] yet the [MASK] was just too much for her . [SEP]
stress,tension,wings,synonym,[CLS] tom was under financial [MASK] . [SEP]
stress,crisis,cradle,unclassified,[CLS] tom was under financial [MASK] . [SEP]
stress,tension,wings,synonym,[CLS] she returned the phone because it caused her too much [MASK] to own . [SEP]
stress,crisis,cradle,unclassified,[CLS] she returned the phone because it caused her too much [MASK] to own . [SEP]
stress,tension,wings,synonym,[CLS] she decided she would try to meditate to calm her [MASK] . [SEP]
stress,crisis,cradle,unclassified,[CLS] she decided she would try to meditate to calm her [MASK] . [SEP]
stress,tension,wings,synonym,[CLS] the [MASK] of life and job were getting to him . [SEP]
stress,crisis,cradle,unclassified,[CLS] the [MASK] of life and job were getting to him . [SEP]
stress,tension,wings,synonym,[CLS] sean and shawn [MASK] awaiting a phone call . [SEP]
stress,crisis,cradle,unclassified,[CLS] sean and shawn [MASK] awaiting a phone call . [SEP]
stress,tension,wings,synonym,"[CLS] now , i live [MASK] free . [SEP]"
stress,crisis,cradle,unclassified,"[CLS] now , i live [MASK] free . [SEP]"
stress,tension,wings,synonym,[CLS] carl had to go to therapy for post - traumatic [MASK] disorder . [SEP]
stress,crisis,cradle,unclassified,[CLS] carl had to go to therapy for post - traumatic [MASK] disorder . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] she was very pleasant and did not have to be so [MASK] . [SEP]
strict,lenient,geese,antonym,[CLS] she was very pleasant and did not have to be so [MASK] . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] her family was very religious and [MASK] . [SEP]
strict,lenient,geese,antonym,[CLS] her family was very religious and [MASK] . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] he set up a [MASK] schedule and diet to maintain his fitness . [SEP]
strict,lenient,geese,antonym,[CLS] he set up a [MASK] schedule and diet to maintain his fitness . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] however he was on a [MASK] budget . [SEP]
strict,lenient,geese,antonym,[CLS] however he was on a [MASK] budget . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] the park where he walked his dog had a [MASK] rule about dog poop . [SEP]
strict,lenient,geese,antonym,[CLS] the park where he walked his dog had a [MASK] rule about dog poop . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] she has been on a [MASK] vegetable and fruit diet ever since . [SEP]
strict,lenient,geese,antonym,[CLS] she has been on a [MASK] vegetable and fruit diet ever since . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] anna was on a [MASK] diet and exercise regime . [SEP]
strict,lenient,geese,antonym,[CLS] anna was on a [MASK] diet and exercise regime . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] in china there used to be very [MASK] laws . [SEP]
strict,lenient,geese,antonym,[CLS] in china there used to be very [MASK] laws . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] jan was on a [MASK] vegan diet . [SEP]
strict,lenient,geese,antonym,[CLS] jan was on a [MASK] vegan diet . [SEP]
strict,discipline,tangy,backward phrasal associate,[CLS] the school had a [MASK] no phone policy that was well enforced . [SEP]
strict,lenient,geese,antonym,[CLS] the school had a [MASK] no phone policy that was well enforced . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] the wind was blowing stiffly as she let the [MASK] unspool . [SEP]
string,strand,costume,synonym,[CLS] the wind was blowing stiffly as she let the [MASK] unspool . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] she tied a [MASK] to her tooth and then to her door . [SEP]
string,strand,costume,synonym,[CLS] she tied a [MASK] to her tooth and then to her door . [SEP]
string,guitar,notice,forward phrasal associate,"[CLS] i put bread crumbs under it , pulled the [MASK] and caught a bird . [SEP]"
string,strand,costume,synonym,"[CLS] i put bread crumbs under it , pulled the [MASK] and caught a bird . [SEP]"
string,guitar,notice,forward phrasal associate,[CLS] as kim cleaned the [MASK] she found it stained walls with flat paint . [SEP]
string,strand,costume,synonym,[CLS] as kim cleaned the [MASK] she found it stained walls with flat paint . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] the team had to use the second [MASK] quarterback . [SEP]
string,strand,costume,synonym,[CLS] the team had to use the second [MASK] quarterback . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] he likes [MASK] cheese and hot dogs . [SEP]
string,strand,costume,synonym,[CLS] he likes [MASK] cheese and hot dogs . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] she rolled out the kite [MASK] as the wind picked her kite up . [SEP]
string,strand,costume,synonym,[CLS] she rolled out the kite [MASK] as the wind picked her kite up . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] timmy was sick of [MASK] cheese and begged for a different snack . [SEP]
string,strand,costume,synonym,[CLS] timmy was sick of [MASK] cheese and begged for a different snack . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] jason was the second [MASK] quarterback at his school . [SEP]
string,strand,costume,synonym,[CLS] jason was the second [MASK] quarterback at his school . [SEP]
string,guitar,notice,forward phrasal associate,[CLS] his [MASK] broke . [SEP]
string,strand,costume,synonym,[CLS] his [MASK] broke . [SEP]
strong,powerful,heroine,synonym,[CLS] i put the k cup in the machine and made it [MASK] . [SEP]
strong,muscle,executive,unclassified,[CLS] i put the k cup in the machine and made it [MASK] . [SEP]
strong,powerful,heroine,synonym,[CLS] the contractions were very [MASK] . [SEP]
strong,muscle,executive,unclassified,[CLS] the contractions were very [MASK] . [SEP]
strong,powerful,heroine,synonym,[CLS] carey broke up with joe the next day and felt good for being [MASK] . [SEP]
strong,muscle,executive,unclassified,[CLS] carey broke up with joe the next day and felt good for being [MASK] . [SEP]
strong,powerful,heroine,synonym,[CLS] he builds very [MASK] muscles . [SEP]
strong,muscle,executive,unclassified,[CLS] he builds very [MASK] muscles . [SEP]
strong,powerful,heroine,synonym,[CLS] alicia was told she needed a [MASK] prescription . [SEP]
strong,muscle,executive,unclassified,[CLS] alicia was told she needed a [MASK] prescription . [SEP]
strong,powerful,heroine,synonym,[CLS] gustav went to see the [MASK] man show one last time . [SEP]
strong,muscle,executive,unclassified,[CLS] gustav went to see the [MASK] man show one last time . [SEP]
strong,powerful,heroine,synonym,[CLS] the current was [MASK] so they stayed on the shore . [SEP]
strong,muscle,executive,unclassified,[CLS] the current was [MASK] so they stayed on the shore . [SEP]
strong,powerful,heroine,synonym,[CLS] the owner explained that the [MASK] man wanted to retire . [SEP]
strong,muscle,executive,unclassified,[CLS] the owner explained that the [MASK] man wanted to retire . [SEP]
strong,powerful,heroine,synonym,[CLS] he had a life jacket on as he was n't a very [MASK] swimmer . [SEP]
strong,muscle,executive,unclassified,[CLS] he had a life jacket on as he was n't a very [MASK] swimmer . [SEP]
strong,powerful,heroine,synonym,[CLS] they gave him some [MASK] meds . [SEP]
strong,muscle,executive,unclassified,[CLS] they gave him some [MASK] meds . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] the [MASK] laughed and threw mr sweeney in a locker . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] the [MASK] laughed and threw mr sweeney in a locker . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] charles was known as a returning [MASK] . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] charles was known as a returning [MASK] . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] the [MASK] started to cry . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] the [MASK] started to cry . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] laura feels ready to face new challenges as [MASK] class president . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] laura feels ready to face new challenges as [MASK] class president . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] kobe was a high school [MASK] and on the basketball team . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] kobe was a high school [MASK] and on the basketball team . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] matt was an average [MASK] in college . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] matt was an average [MASK] in college . [SEP]
student,graduate,sick,forward phrasal associate,"[CLS] charles said he was a poor [MASK] , but christina really wanted him . [SEP]"
student,serious,spatula,forward phrasal associate,"[CLS] charles said he was a poor [MASK] , but christina really wanted him . [SEP]"
student,graduate,sick,forward phrasal associate,[CLS] that year jabim got straight a 's and was a good [MASK] . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] that year jabim got straight a 's and was a good [MASK] . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] she 's hopeful because she has racked up a lot of [MASK] loans . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] she 's hopeful because she has racked up a lot of [MASK] loans . [SEP]
student,graduate,sick,forward phrasal associate,[CLS] josh was a 10th grade [MASK] . [SEP]
student,serious,spatula,forward phrasal associate,[CLS] josh was a 10th grade [MASK] . [SEP]
study,homework,whiskey,script,[CLS] he decided to watch the movie and [MASK] afterwards . [SEP]
study,desk,wake,backward phrasal associate,[CLS] he decided to watch the movie and [MASK] afterwards . [SEP]
study,homework,whiskey,script,[CLS] i have an exam to [MASK] for today . [SEP]
study,desk,wake,backward phrasal associate,[CLS] i have an exam to [MASK] for today . [SEP]
study,homework,whiskey,script,[CLS] her [MASK] performance suffered greatly . [SEP]
study,desk,wake,backward phrasal associate,[CLS] her [MASK] performance suffered greatly . [SEP]
study,homework,whiskey,script,[CLS] he offered to help his friends [MASK] so that they could pass too . [SEP]
study,desk,wake,backward phrasal associate,[CLS] he offered to help his friends [MASK] so that they could pass too . [SEP]
study,homework,whiskey,script,[CLS] he decided to [MASK] more for biology . [SEP]
study,desk,wake,backward phrasal associate,[CLS] he decided to [MASK] more for biology . [SEP]
study,homework,whiskey,script,[CLS] mike had forgotten to [MASK] for his vocabulary quiz that day . [SEP]
study,desk,wake,backward phrasal associate,[CLS] mike had forgotten to [MASK] for his vocabulary quiz that day . [SEP]
study,homework,whiskey,script,[CLS] his parents urged him to [MASK] other things . [SEP]
study,desk,wake,backward phrasal associate,[CLS] his parents urged him to [MASK] other things . [SEP]
study,homework,whiskey,script,[CLS] so johnny 's mother bought him book to help him [MASK] for the test . [SEP]
study,desk,wake,backward phrasal associate,[CLS] so johnny 's mother bought him book to help him [MASK] for the test . [SEP]
study,homework,whiskey,script,[CLS] harry met larry at the library to [MASK] for the big test . [SEP]
study,desk,wake,backward phrasal associate,[CLS] harry met larry at the library to [MASK] for the big test . [SEP]
study,homework,whiskey,script,[CLS] i tripped him one day in [MASK] hall . [SEP]
study,desk,wake,backward phrasal associate,[CLS] i tripped him one day in [MASK] hall . [SEP]
style,technique,lobe,synonym,[CLS] our grandfather used to cook a special chinese [MASK] custard . [SEP]
style,modern,lose,forward phrasal associate,[CLS] our grandfather used to cook a special chinese [MASK] custard . [SEP]
style,technique,lobe,synonym,[CLS] he read books on [MASK] and formatting . [SEP]
style,modern,lose,forward phrasal associate,[CLS] he read books on [MASK] and formatting . [SEP]
style,technique,lobe,synonym,[CLS] she liked a more feminine [MASK] . [SEP]
style,modern,lose,forward phrasal associate,[CLS] she liked a more feminine [MASK] . [SEP]
style,technique,lobe,synonym,[CLS] trudy wrote short stories in bronte 's [MASK] . [SEP]
style,modern,lose,forward phrasal associate,[CLS] trudy wrote short stories in bronte 's [MASK] . [SEP]
style,technique,lobe,synonym,[CLS] the primary [MASK] of music that he plays is hard rock . [SEP]
style,modern,lose,forward phrasal associate,[CLS] the primary [MASK] of music that he plays is hard rock . [SEP]
style,technique,lobe,synonym,[CLS] he decided to build his own furniture in the [MASK] he desired . [SEP]
style,modern,lose,forward phrasal associate,[CLS] he decided to build his own furniture in the [MASK] he desired . [SEP]
style,technique,lobe,synonym,[CLS] chris cooked for many and they loved his [MASK] . [SEP]
style,modern,lose,forward phrasal associate,[CLS] chris cooked for many and they loved his [MASK] . [SEP]
style,technique,lobe,synonym,"[CLS] at first , he used fitch [MASK] calculus to solve the proofs . [SEP]"
style,modern,lose,forward phrasal associate,"[CLS] at first , he used fitch [MASK] calculus to solve the proofs . [SEP]"
style,technique,lobe,synonym,[CLS] we sat indian [MASK] as it rose into the air and exploded . [SEP]
style,modern,lose,forward phrasal associate,[CLS] we sat indian [MASK] as it rose into the air and exploded . [SEP]
style,technique,lobe,synonym,"[CLS] today , mark changed his playing [MASK] from rock to jazz . [SEP]"
style,modern,lose,forward phrasal associate,"[CLS] today , mark changed his playing [MASK] from rock to jazz . [SEP]"
subject,topic,war,synonym,[CLS] i watched a quick informational video about the [MASK] . [SEP]
subject,object,revival,unclassified,[CLS] i watched a quick informational video about the [MASK] . [SEP]
subject,topic,war,synonym,[CLS] i went to the internet and did a search on the [MASK] . [SEP]
