target,prime,unrelated,association,context_word,delta_nt_200ms,delta_nt_1200ms,relation,delta_ldt_200ms,delta_ldt_1200ms
security,guard,geology,other,associated,-50.6047430830039,44.3671052631579,bpa,78.8257575757576,59.8377016129032
see,vision,graduation,other,related,1.4079254079254,-69.1378787878788,unclassified,-27.4195075757576,17.7762096774194
see,vision,graduation,other,similar,1.4079254079254,-69.1378787878788,unclassified,-27.4195075757576,17.7762096774194
see,vision,graduation,other,associated,1.4079254079254,-69.1378787878788,unclassified,-27.4195075757576,17.7762096774194
seek,search,picket,other,related,-60.1666666666667,-59.8095238095239,synonym,-64.21875,2.24667931688805
seek,search,picket,other,similar,-60.1666666666667,-59.8095238095239,synonym,-64.21875,2.24667931688805
seek,search,picket,other,associated,-60.1666666666667,-59.8095238095239,synonym,-64.21875,2.24667931688805
self,solo,optimistic,other,related,30.3125925925926,-10.3318181818182,unclassified,6.90625,57.9933712121212
self,solo,optimistic,other,similar,30.3125925925926,-10.3318181818182,unclassified,6.90625,57.9933712121212
self,solo,optimistic,other,associated,30.3125925925926,-10.3318181818182,unclassified,6.90625,57.9933712121212
sell,ad,suspect,other,related,33.0093984962406,-22.1198156682027,unclassified,103.5625,-49.1391129032259
sell,ad,suspect,other,similar,33.0093984962406,-22.1198156682027,unclassified,103.5625,-49.1391129032259
sell,ad,suspect,other,associated,33.0093984962406,-22.1198156682027,unclassified,103.5625,-49.1391129032259
seller,owner,cattle,other,related,-45.2785145888595,-5.25,unclassified,6,-91.4375
seller,owner,cattle,other,similar,-45.2785145888595,-5.25,unclassified,6,-91.4375
seller,owner,cattle,other,associated,-45.2785145888595,-5.25,unclassified,6,-91.4375
senate,legislature,health,other,related,90.1851851851852,-12.8697478991597,supraordinate,-132.027370478983,-67.802541544477
senate,legislature,health,other,similar,90.1851851851852,-12.8697478991597,supraordinate,-132.027370478983,-67.802541544477
senate,legislature,health,other,associated,90.1851851851852,-12.8697478991597,supraordinate,-132.027370478983,-67.802541544477
sentence,period,harp,other,related,-22.8312693498452,8.38163265306116,supraordinate,-11.9334677419355,47.8787878787879
sentence,period,harp,other,similar,-22.8312693498452,8.38163265306116,supraordinate,-11.9334677419355,47.8787878787879
sentence,period,harp,other,associated,-22.8312693498452,8.38163265306116,supraordinate,-11.9334677419355,47.8787878787879
separate,division,oboe,other,related,-133.53125,24.9961538461538,synonym,-64.804435483871,-203.28125
separate,division,oboe,other,similar,-133.53125,24.9961538461538,synonym,-64.804435483871,-203.28125
separate,division,oboe,other,associated,-133.53125,24.9961538461538,synonym,-64.804435483871,-203.28125
service,customer,buzz,other,related,19.2792207792207,13.2575757575758,fpa,-39.0040322580645,-3.65625
service,customer,buzz,other,similar,19.2792207792207,13.2575757575758,fpa,-39.0040322580645,-3.65625
service,customer,buzz,other,associated,19.2792207792207,13.2575757575758,fpa,-39.0040322580645,-3.65625
seven,touchdown,fade,other,related,82.9297297297297,123.713286713287,unclassified,71.9618768328446,0.1875
seven,touchdown,fade,other,similar,82.9297297297297,123.713286713287,unclassified,71.9618768328446,0.1875
seven,touchdown,fade,other,associated,82.9297297297297,123.713286713287,unclassified,71.9618768328446,0.1875
sew,spool,rob,other,related,-91.5863636363637,-9.86206896551721,unclassified,-122.849798387097,-109.557874762808
sew,spool,rob,other,similar,-91.5863636363637,-9.86206896551721,unclassified,-122.849798387097,-109.557874762808
sew,spool,rob,other,associated,-91.5863636363637,-9.86206896551721,unclassified,-122.849798387097,-109.557874762808
sex,chromosomes,fuss,other,related,-28.6470588235295,-25.4303571428571,bpa,120.6875,-40.9737903225806
sex,chromosomes,fuss,other,similar,-28.6470588235295,-25.4303571428571,bpa,120.6875,-40.9737903225806
sex,chromosomes,fuss,other,associated,-28.6470588235295,-25.4303571428571,bpa,120.6875,-40.9737903225806
sexy,nightgown,crafts,other,related,-1.18253968253964,-59.506993006993,perceptual property,-43.65625,-62.9125
sexy,nightgown,crafts,other,similar,-1.18253968253964,-59.506993006993,perceptual property,-43.65625,-62.9125
sexy,nightgown,crafts,other,associated,-1.18253968253964,-59.506993006993,perceptual property,-43.65625,-62.9125
shake,shiver,sibling,other,related,43.9270833333333,-48.1714285714286,synonym,77,93.9639468690702
shake,shiver,sibling,other,similar,43.9270833333333,-48.1714285714286,synonym,77,93.9639468690702
shake,shiver,sibling,other,associated,43.9270833333333,-48.1714285714286,synonym,77,93.9639468690702
shallow,depth,train,other,related,-106.356125356125,28.725,supraordinate,-210.5625,-29.8051470588235
shallow,depth,train,other,similar,-106.356125356125,28.725,supraordinate,-210.5625,-29.8051470588235
shallow,depth,train,other,associated,-106.356125356125,28.725,supraordinate,-210.5625,-29.8051470588235
shame,pity,thimble,other,related,4.24598930481284,10.7809523809524,unclassified,43.0625,-9.40132827324476
shame,pity,thimble,other,similar,4.24598930481284,10.7809523809524,unclassified,43.0625,-9.40132827324476
shame,pity,thimble,other,associated,4.24598930481284,10.7809523809524,unclassified,43.0625,-9.40132827324476
shampoo,hair,bone,other,related,-100.923076923077,46.3730769230769,fpa,-68.8125,-153.096774193548
shampoo,hair,bone,other,similar,-100.923076923077,46.3730769230769,fpa,-68.8125,-153.096774193548
shampoo,hair,bone,other,associated,-100.923076923077,46.3730769230769,fpa,-68.8125,-153.096774193548
shape,geometry,stove,other,related,26.4827586206897,-7.10000000000002,supraordinate,-58.375,-2.24086021505377
shape,geometry,stove,other,similar,26.4827586206897,-7.10000000000002,supraordinate,-58.375,-2.24086021505377
shape,geometry,stove,other,associated,26.4827586206897,-7.10000000000002,supraordinate,-58.375,-2.24086021505377
shark,loan,bouillon,other,related,-70.4841628959275,-34.4557670772676,fpa,41.8558467741935,-157.90625
shark,loan,bouillon,other,similar,-70.4841628959275,-34.4557670772676,fpa,41.8558467741935,-157.90625
shark,loan,bouillon,other,associated,-70.4841628959275,-34.4557670772676,fpa,41.8558467741935,-157.90625
sharp,pin,calories,other,related,24.4979838709677,87.9288097886541,perceptual property,-140.59375,-55.6583333333333
sharp,pin,calories,other,similar,24.4979838709677,87.9288097886541,perceptual property,-140.59375,-55.6583333333333
sharp,pin,calories,other,associated,24.4979838709677,87.9288097886541,perceptual property,-140.59375,-55.6583333333333
shave,legs,macaroni,other,related,-15.8499999999999,-50.0428571428571,unclassified,-40.5161290322581,17.0625
shave,legs,macaroni,other,similar,-15.8499999999999,-50.0428571428571,unclassified,-40.5161290322581,17.0625
shave,legs,macaroni,other,associated,-15.8499999999999,-50.0428571428571,unclassified,-40.5161290322581,17.0625
she,her,biology,other,related,-34.555,-91.4642857142857,synonym,-44.78125,-163.806451612903
she,her,biology,other,similar,-34.555,-91.4642857142857,synonym,-44.78125,-163.806451612903
she,her,biology,other,associated,-34.555,-91.4642857142857,synonym,-44.78125,-163.806451612903
sheep,ram,entry,other,related,-55.9,61.9146341463414,supraordinate,-26.9242424242424,-49.3911290322581
sheep,ram,entry,other,similar,-55.9,61.9146341463414,supraordinate,-26.9242424242424,-49.3911290322581
sheep,ram,entry,other,associated,-55.9,61.9146341463414,supraordinate,-26.9242424242424,-49.3911290322581
sheets,covered,juvenile,other,related,104.042857142857,2.99242424242431,unclassified,10.25,110.032258064516
sheets,covered,juvenile,other,similar,104.042857142857,2.99242424242431,unclassified,10.25,110.032258064516
sheets,covered,juvenile,other,associated,104.042857142857,2.99242424242431,unclassified,10.25,110.032258064516
shell,snail,spool,other,related,-8.36324786324781,-55.4271978021978,perceptual property,52.65625,-88.4650735294117
shell,snail,spool,other,similar,-8.36324786324781,-55.4271978021978,perceptual property,52.65625,-88.4650735294117
shell,snail,spool,other,associated,-8.36324786324781,-55.4271978021978,perceptual property,52.65625,-88.4650735294117
shine,new,nausea,other,related,-67.9047619047619,25.8286713286714,perceptual property,-30.625,-29.78125
shine,new,nausea,other,similar,-67.9047619047619,25.8286713286714,perceptual property,-30.625,-29.78125
shine,new,nausea,other,associated,-67.9047619047619,25.8286713286714,perceptual property,-30.625,-29.78125
ship,port,excited,other,related,35.8412698412698,-30.3205128205128,script,-12.15625,-22.8677419354839
ship,port,excited,other,similar,35.8412698412698,-30.3205128205128,script,-12.15625,-22.8677419354839
ship,port,excited,other,associated,35.8412698412698,-30.3205128205128,script,-12.15625,-22.8677419354839
shirt,stripes,unit,other,related,-123.576923076923,60.4718045112782,perceptual property,-18.1612903225806,-47
shirt,stripes,unit,other,similar,-123.576923076923,60.4718045112782,perceptual property,-18.1612903225806,-47
shirt,stripes,unit,other,associated,-123.576923076923,60.4718045112782,perceptual property,-18.1612903225806,-47
shock,surprise,evil,other,related,21.3653250773995,-28.1746031746031,synonym,12.8810483870968,39.84375
shock,surprise,evil,other,similar,21.3653250773995,-28.1746031746031,synonym,12.8810483870968,39.84375
shock,surprise,evil,other,associated,21.3653250773995,-28.1746031746031,synonym,12.8810483870968,39.84375
shoe,box,evacuate,other,related,24.475,54.0942307692307,bpa,-104.5625,-17.0568181818181
shoe,box,evacuate,other,similar,24.475,54.0942307692307,bpa,-104.5625,-17.0568181818181
shoe,box,evacuate,other,associated,24.475,54.0942307692307,bpa,-104.5625,-17.0568181818181
shoelace,knot,rain,other,related,-1.22649572649573,-235.625,functional property,-153.71875,-17.7263257575758
shoelace,knot,rain,other,similar,-1.22649572649573,-235.625,functional property,-153.71875,-17.7263257575758
shoelace,knot,rain,other,associated,-1.22649572649573,-235.625,functional property,-153.71875,-17.7263257575758
shoes,canvas,friar,other,related,-20.7571428571428,38.2346153846154,unclassified,0.151515151515127,107.539314516129
shoes,canvas,friar,other,similar,-20.7571428571428,38.2346153846154,unclassified,0.151515151515127,107.539314516129
shoes,canvas,friar,other,associated,-20.7571428571428,38.2346153846154,unclassified,0.151515151515127,107.539314516129
shoot,range,difficulty,other,related,-10.7307692307692,60.9223057644111,unclassified,-46.5625,12.483870967742
shoot,range,difficulty,other,similar,-10.7307692307692,60.9223057644111,unclassified,-46.5625,12.483870967742
shoot,range,difficulty,other,associated,-10.7307692307692,60.9223057644111,unclassified,-46.5625,12.483870967742
shop,bagel,hungry,other,related,21.9807692307692,-52.15,superordinate,-24.5416666666666,-93.71875
shop,bagel,hungry,other,similar,21.9807692307692,-52.15,superordinate,-24.5416666666666,-93.71875
shop,bagel,hungry,other,associated,21.9807692307692,-52.15,superordinate,-24.5416666666666,-93.71875
shopping,spend,pumpkin,other,related,-12.4583333333334,-2.9238095238095,unclassified,-58.789314516129,-41.1148007590133
shopping,spend,pumpkin,other,similar,-12.4583333333334,-2.9238095238095,unclassified,-58.789314516129,-41.1148007590133
shopping,spend,pumpkin,other,associated,-12.4583333333334,-2.9238095238095,unclassified,-58.789314516129,-41.1148007590133
short,sleeve,nickel,other,related,-85.4,-45.16,bpa,-45.28125,-125.101814516129
short,sleeve,nickel,other,similar,-85.4,-45.16,bpa,-45.28125,-125.101814516129
short,sleeve,nickel,other,associated,-85.4,-45.16,bpa,-45.28125,-125.101814516129
shot,shoot,tuna,other,related,16.6428571428571,44.885294117647,unclassified,32.7642045454545,0.03125
shot,shoot,tuna,other,similar,16.6428571428571,44.885294117647,unclassified,32.7642045454545,0.03125
shot,shoot,tuna,other,associated,16.6428571428571,44.885294117647,unclassified,32.7642045454545,0.03125
shove,pull,ornament,other,related,-7.00375939849619,84.375,antonym,-12.875,-51.6875
shove,pull,ornament,other,similar,-7.00375939849619,84.375,antonym,-12.875,-51.6875
shove,pull,ornament,other,associated,-7.00375939849619,84.375,antonym,-12.875,-51.6875
shovel,scoop,colt,other,related,17.406162464986,53.2826797385621,functional property,-67.8125,68.96875
shovel,scoop,colt,other,similar,17.406162464986,53.2826797385621,functional property,-67.8125,68.96875
shovel,scoop,colt,other,associated,17.406162464986,53.2826797385621,functional property,-67.8125,68.96875
show,appear,garlic,other,related,1.59259259259255,18.9285714285714,unclassified,-92.65625,-134.121442125237
show,appear,garlic,other,similar,1.59259259259255,18.9285714285714,unclassified,-92.65625,-134.121442125237
show,appear,garlic,other,associated,1.59259259259255,18.9285714285714,unclassified,-92.65625,-134.121442125237
shower,meteor,creative,other,related,-31.0550595238095,33.1071428571428,fpa,-36.5,2.69301470588232
shower,meteor,creative,other,similar,-31.0550595238095,33.1071428571428,fpa,-36.5,2.69301470588232
shower,meteor,creative,other,associated,-31.0550595238095,33.1071428571428,fpa,-36.5,2.69301470588232
shy,sensitive,atom,other,related,-30.7096774193548,-87.6928571428571,unclassified,-64.625,-81.7613636363636
shy,sensitive,atom,other,similar,-30.7096774193548,-87.6928571428571,unclassified,-64.625,-81.7613636363636
shy,sensitive,atom,other,associated,-30.7096774193548,-87.6928571428571,unclassified,-64.625,-81.7613636363636
sick,well,republican,other,related,17.8857142857142,27.3903743315508,antonym,-46.1098790322581,110.212121212121
sick,well,republican,other,similar,17.8857142857142,27.3903743315508,antonym,-46.1098790322581,110.212121212121
sick,well,republican,other,associated,17.8857142857142,27.3903743315508,antonym,-46.1098790322581,110.212121212121
sight,eyes,ancient,other,related,47.6391941391942,6.66203703703701,functional property,29.6754032258065,67.75
sight,eyes,ancient,other,similar,47.6391941391942,6.66203703703701,functional property,29.6754032258065,67.75
sight,eyes,ancient,other,associated,47.6391941391942,6.66203703703701,functional property,29.6754032258065,67.75
sign,traffic,fairy,other,related,-69.6923076923077,-32.0304232804233,fpa,-86.3548387096773,50.5625
sign,traffic,fairy,other,similar,-69.6923076923077,-32.0304232804233,fpa,-86.3548387096773,50.5625
sign,traffic,fairy,other,associated,-69.6923076923077,-32.0304232804233,fpa,-86.3548387096773,50.5625
silk,satan,backward,other,related,7.01851851851848,-5.85000000000002,category,-117.709677419355,101.476814516129
silk,satan,backward,other,similar,7.01851851851848,-5.85000000000002,category,-117.709677419355,101.476814516129
silk,satan,backward,other,associated,7.01851851851848,-5.85000000000002,category,-117.709677419355,101.476814516129
silly,foolish,another,other,related,-76.4019607843138,-45.3936507936508,synonym,99.7007575757576,23.84375
silly,foolish,another,other,similar,-76.4019607843138,-45.3936507936508,synonym,99.7007575757576,23.84375
silly,foolish,another,other,associated,-76.4019607843138,-45.3936507936508,synonym,99.7007575757576,23.84375
similar,differ,still,other,related,48.1975757575758,-17.7717391304348,antonym,-53.0625,-135.78125
similar,differ,still,other,similar,48.1975757575758,-17.7717391304348,antonym,-53.0625,-135.78125
similar,differ,still,other,associated,48.1975757575758,-17.7717391304348,antonym,-53.0625,-135.78125
simple,complicated,truce,other,related,-103.514814814815,-24.6979166666667,antonym,8.09375,71.1935483870968
simple,complicated,truce,other,similar,-103.514814814815,-24.6979166666667,antonym,8.09375,71.1935483870968
simple,complicated,truce,other,associated,-103.514814814815,-24.6979166666667,antonym,8.09375,71.1935483870968
sing,harmony,string,other,related,89.8798701298701,-74.0773420479302,unclassified,-79.03125,28.6011029411765
sing,harmony,string,other,similar,89.8798701298701,-74.0773420479302,unclassified,-79.03125,28.6011029411765
sing,harmony,string,other,associated,89.8798701298701,-74.0773420479302,unclassified,-79.03125,28.6011029411765
sink,ship,munch,other,related,45.8972222222222,-1.93977591036418,perceptual property,54.8508064516129,-3.48778103616814
sink,ship,munch,other,similar,45.8972222222222,-1.93977591036418,perceptual property,54.8508064516129,-3.48778103616814
sink,ship,munch,other,associated,45.8972222222222,-1.93977591036418,perceptual property,54.8508064516129,-3.48778103616814
sister,annoy,radiator,other,related,30.2500000000001,27.9722222222222,unclassified,34.90625,105.806451612903
sister,annoy,radiator,other,similar,30.2500000000001,27.9722222222222,unclassified,34.90625,105.806451612903
sister,annoy,radiator,other,associated,30.2500000000001,27.9722222222222,unclassified,34.90625,105.806451612903
sit,stool,beware,other,related,-148.583928571429,-117.101851851852,functional property,-89.4375,-38.9233870967742
sit,stool,beware,other,similar,-148.583928571429,-117.101851851852,functional property,-89.4375,-38.9233870967742
sit,stool,beware,other,associated,-148.583928571429,-117.101851851852,functional property,-89.4375,-38.9233870967742
situation,tense,mountain,other,related,4.71666666666658,38.4166666666666,fpa,-3.51988636363637,-25.4506048387096
situation,tense,mountain,other,similar,4.71666666666658,38.4166666666666,fpa,-3.51988636363637,-25.4506048387096
situation,tense,mountain,other,associated,4.71666666666658,38.4166666666666,fpa,-3.51988636363637,-25.4506048387096
six,pack,customer,other,related,0.991379310344826,69.291228070175407,bpa,-28.96875,44.2881720430107
six,pack,customer,other,similar,0.991379310344826,69.291228070175407,bpa,-28.96875,44.2881720430107
six,pack,customer,other,associated,0.991379310344826,69.291228070175407,bpa,-28.96875,44.2881720430107
ski,snow,clear,other,related,-0.622493461203135,-34.9702380952381,bpa,40.9375,13.90625
ski,snow,clear,other,similar,-0.622493461203135,-34.9702380952381,bpa,40.9375,13.90625
ski,snow,clear,other,associated,-0.622493461203135,-34.9702380952381,bpa,40.9375,13.90625
skill,talent,reservation,other,related,-80.9985714285715,-40.3290598290599,synonym,-80.59375,-70.0294117647059
skill,talent,reservation,other,similar,-80.9985714285715,-40.3290598290599,synonym,-80.59375,-70.0294117647059
skill,talent,reservation,other,associated,-80.9985714285715,-40.3290598290599,synonym,-80.59375,-70.0294117647059
skin,smooth,husky,other,related,-62.5921052631579,57.0303643724696,fpa,-52.4647177419355,96.6969696969696
skin,smooth,husky,other,similar,-62.5921052631579,57.0303643724696,fpa,-52.4647177419355,96.6969696969696
skin,smooth,husky,other,associated,-62.5921052631579,57.0303643724696,fpa,-52.4647177419355,96.6969696969696
skinny,slender,fantastic,other,related,-15.3285714285714,-95.2761904761905,synonym,-70.060606060606,-22.0453629032259
skinny,slender,fantastic,other,similar,-15.3285714285714,-95.2761904761905,synonym,-70.060606060606,-22.0453629032259
skinny,slender,fantastic,other,associated,-15.3285714285714,-95.2761904761905,synonym,-70.060606060606,-22.0453629032259
sky,rocket,christmas,other,related,-13.204081632653,-16.3915343915344,bpa,-21.4886363636364,10.875
sky,rocket,christmas,other,similar,-13.204081632653,-16.3915343915344,bpa,-21.4886363636364,10.875
sky,rocket,christmas,other,associated,-13.204081632653,-16.3915343915344,bpa,-21.4886363636364,10.875
slave,bondage,popcorn,other,related,-61.1192307692307,-77.1822660098522,unclassified,1.26988636363637,152.78125
slave,bondage,popcorn,other,similar,-61.1192307692307,-77.1822660098522,unclassified,1.26988636363637,152.78125
slave,bondage,popcorn,other,associated,-61.1192307692307,-77.1822660098522,unclassified,1.26988636363637,152.78125
sleep,motel,farmer,other,related,4.17857142857144,-56.0287356321839,functional property,80.851814516129,-31.3699596774194
sleep,motel,farmer,other,similar,4.17857142857144,-56.0287356321839,functional property,80.851814516129,-31.3699596774194
sleep,motel,farmer,other,associated,4.17857142857144,-56.0287356321839,functional property,80.851814516129,-31.3699596774194
slide,playground,mink,other,related,30.2063492063492,-107.888235294118,script,13.9393939393939,-108.652217741935
slide,playground,mink,other,similar,30.2063492063492,-107.888235294118,script,13.9393939393939,-108.652217741935
slide,playground,mink,other,associated,30.2063492063492,-107.888235294118,script,13.9393939393939,-108.652217741935
slip,deposit,physical,other,related,60.2307692307693,22.8862433862434,fpa,10.6539589442815,25.7368951612904
slip,deposit,physical,other,similar,60.2307692307693,22.8862433862434,fpa,10.6539589442815,25.7368951612904
slip,deposit,physical,other,associated,60.2307692307693,22.8862433862434,fpa,10.6539589442815,25.7368951612904
slippery,vaseline,priceless,other,related,0.413636363636329,23.2267206477733,perceptual property,-66.875,-159.0625
slippery,vaseline,priceless,other,similar,0.413636363636329,23.2267206477733,perceptual property,-66.875,-159.0625
slippery,vaseline,priceless,other,associated,0.413636363636329,23.2267206477733,perceptual property,-66.875,-159.0625
slow,hurry,empathy,other,related,-28.5400921658986,-29.3666666666667,antonym,54.8181818181819,128.721407624633
slow,hurry,empathy,other,similar,-28.5400921658986,-29.3666666666667,antonym,54.8181818181819,128.721407624633
slow,hurry,empathy,other,associated,-28.5400921658986,-29.3666666666667,antonym,54.8181818181819,128.721407624633
slut,virgin,silent,other,related,-103.078507078507,-29.2997347480107,antonym,100.59375,-37.79375
slut,virgin,silent,other,similar,-103.078507078507,-29.2997347480107,antonym,100.59375,-37.79375
slut,virgin,silent,other,associated,-103.078507078507,-29.2997347480107,antonym,100.59375,-37.79375
sly,sty,ceremony,other,related,35.157142857143,55.6515151515151,unclassified,63.0715725806451,2.66129032258061
sly,sty,ceremony,other,similar,35.157142857143,55.6515151515151,unclassified,63.0715725806451,2.66129032258061
sly,sty,ceremony,other,associated,35.157142857143,55.6515151515151,unclassified,63.0715725806451,2.66129032258061
small,thin,riot,other,related,-118.349206349206,37.4250474383302,synonym,72.375,-72.875
small,thin,riot,other,similar,-118.349206349206,37.4250474383302,synonym,72.375,-72.875
small,thin,riot,other,associated,-118.349206349206,37.4250474383302,synonym,72.375,-72.875
smart,teacher,slice,other,related,17.1290322580645,-14.7346938775511,perceptual property,29.258064516129,-28.03125
smart,teacher,slice,other,similar,17.1290322580645,-14.7346938775511,perceptual property,29.258064516129,-28.03125
smart,teacher,slice,other,associated,17.1290322580645,-14.7346938775511,perceptual property,29.258064516129,-28.03125
smash,break,fabric,other,related,-32.7314285714285,91.4153846153846,synonym,-42.2888257575758,-2.33235581622682
smash,break,fabric,other,similar,-32.7314285714285,91.4153846153846,synonym,-42.2888257575758,-2.33235581622682
smash,break,fabric,other,associated,-32.7314285714285,91.4153846153846,synonym,-42.2888257575758,-2.33235581622682
smell,sneakers,attitude,other,related,-50.4428571428571,2,perceptual property,45.5895833333333,119.84375
smell,sneakers,attitude,other,similar,-50.4428571428571,2,perceptual property,45.5895833333333,119.84375
smell,sneakers,attitude,other,associated,-50.4428571428571,2,perceptual property,45.5895833333333,119.84375
smile,beam,diligence,other,related,-79.6648351648352,-15.8571428571429,unclassified,-51,-58.0967741935484
smile,beam,diligence,other,similar,-79.6648351648352,-15.8571428571429,unclassified,-51,-58.0967741935484
smile,beam,diligence,other,associated,-79.6648351648352,-15.8571428571429,unclassified,-51,-58.0967741935484
smoke,fumes,lane,other,related,-60.8141695702672,64.2383333333333,bpa,42.6451612903226,-62.3812316715542
smoke,fumes,lane,other,similar,-60.8141695702672,64.2383333333333,bpa,42.6451612903226,-62.3812316715542
smoke,fumes,lane,other,associated,-60.8141695702672,64.2383333333333,bpa,42.6451612903226,-62.3812316715542
smooth,flow,relax,other,related,59.921370967742,-47.0652631578947,unclassified,-30.2379032258065,6.46370967741939
smooth,flow,relax,other,similar,59.921370967742,-47.0652631578947,unclassified,-30.2379032258065,6.46370967741939
smooth,flow,relax,other,associated,59.921370967742,-47.0652631578947,unclassified,-30.2379032258065,6.46370967741939
smudge,blot,harm,other,related,20.980056980057,-38.5164835164836,synonym,-42.1118951612904,-88.9485887096774
smudge,blot,harm,other,similar,20.980056980057,-38.5164835164836,synonym,-42.1118951612904,-88.9485887096774
smudge,blot,harm,other,associated,20.980056980057,-38.5164835164836,synonym,-42.1118951612904,-88.9485887096774
snail,crawl,outrageous,other,related,-64.5214285714286,-6.46031746031747,unclassified,-97.7556207233627,-29.1382575757576
snail,crawl,outrageous,other,similar,-64.5214285714286,-6.46031746031747,unclassified,-97.7556207233627,-29.1382575757576
snail,crawl,outrageous,other,associated,-64.5214285714286,-6.46031746031747,unclassified,-97.7556207233627,-29.1382575757576
snake,poison,chimpanzee,other,related,-15.4638009049773,-12.0232558139535,unclassified,-57.314393939394,57.1360887096774
snake,poison,chimpanzee,other,similar,-15.4638009049773,-12.0232558139535,unclassified,-57.314393939394,57.1360887096774
snake,poison,chimpanzee,other,associated,-15.4638009049773,-12.0232558139535,unclassified,-57.314393939394,57.1360887096774
sneeze,flu,negotiation,other,related,-120.106811145511,168.590909090909,unclassified,-5.66477272727275,15.2600806451613
sneeze,flu,negotiation,other,similar,-120.106811145511,168.590909090909,unclassified,-5.66477272727275,15.2600806451613
sneeze,flu,negotiation,other,associated,-120.106811145511,168.590909090909,unclassified,-5.66477272727275,15.2600806451613
snob,cheerleader,grizzly,other,related,-10.4639376218324,-79.547619047619,unclassified,86.78125,15.25
snob,cheerleader,grizzly,other,similar,-10.4639376218324,-79.547619047619,unclassified,86.78125,15.25
snob,cheerleader,grizzly,other,associated,-10.4639376218324,-79.547619047619,unclassified,86.78125,15.25
snow,cold,supervisor,other,related,-79.8311965811966,-114.244416873449,perceptual property,-14.1985887096774,94.871945259042
snow,cold,supervisor,other,similar,-79.8311965811966,-114.244416873449,perceptual property,-14.1985887096774,94.871945259042
snow,cold,supervisor,other,associated,-79.8311965811966,-114.244416873449,perceptual property,-14.1985887096774,94.871945259042
soap,laundry,silly,other,related,-4.38095238095241,91.3078947368421,fpa,-107.25,-22.5774193548386
soap,laundry,silly,other,similar,-4.38095238095241,91.3078947368421,fpa,-107.25,-22.5774193548386
soap,laundry,silly,other,associated,-4.38095238095241,91.3078947368421,fpa,-107.25,-22.5774193548386
society,economy,tend,other,related,-7.90109890109898,23.6099071207429,unclassified,7.28125,25.3447580645161
society,economy,tend,other,similar,-7.90109890109898,23.6099071207429,unclassified,7.28125,25.3447580645161
society,economy,tend,other,associated,-7.90109890109898,23.6099071207429,unclassified,7.28125,25.3447580645161
socket,plug,path,other,related,4.69658119658118,67.5000000000001,unclassified,-76.5383064516129,-26.1633064516129
socket,plug,path,other,similar,4.69658119658118,67.5000000000001,unclassified,-76.5383064516129,-26.1633064516129
socket,plug,path,other,associated,4.69658119658118,67.5000000000001,unclassified,-76.5383064516129,-26.1633064516129
soda,slice,egg,other,related,4.02006688963206,-10.0357142857143,supraordinate,-186.782258064516,41.09375
soda,slice,egg,other,similar,4.02006688963206,-10.0357142857143,supraordinate,-186.782258064516,41.09375
soda,slice,egg,other,associated,4.02006688963206,-10.0357142857143,supraordinate,-186.782258064516,41.09375
soft,caress,medium,other,related,-53.1737891737893,91.7095238095238,unclassified,51.625,60.0808823529412
soft,caress,medium,other,similar,-53.1737891737893,91.7095238095238,unclassified,51.625,60.0808823529412
soft,caress,medium,other,associated,-53.1737891737893,91.7095238095238,unclassified,51.625,60.0808823529412
something,say,tactful,other,related,-36.2,-78.1134453781513,fpa,4.9375,94.2449596774194
something,say,tactful,other,similar,-36.2,-78.1134453781513,fpa,4.9375,94.2449596774194
something,say,tactful,other,associated,-36.2,-78.1134453781513,fpa,4.9375,94.2449596774194
son,junior,never,other,related,-63.1567944250871,-14.8105263157895,synonym,104.110887096774,5.33333333333337
son,junior,never,other,similar,-63.1567944250871,-14.8105263157895,synonym,104.110887096774,5.33333333333337
son,junior,never,other,associated,-63.1567944250871,-14.8105263157895,synonym,104.110887096774,5.33333333333337
song,chorus,brown,other,related,-67.9308755760369,-131.052631578947,supraordinate,-63.4989919354839,41.195564516129
song,chorus,brown,other,similar,-67.9308755760369,-131.052631578947,supraordinate,-63.4989919354839,41.195564516129
song,chorus,brown,other,associated,-67.9308755760369,-131.052631578947,supraordinate,-63.4989919354839,41.195564516129
soprano,tenor,ring,other,related,-72.8095238095237,-37.4328571428571,category,-28.5151515151515,-24.21875
soprano,tenor,ring,other,similar,-72.8095238095237,-37.4328571428571,category,-28.5151515151515,-24.21875
soprano,tenor,ring,other,associated,-72.8095238095237,-37.4328571428571,category,-28.5151515151515,-24.21875
sorority,chapter,slave,other,related,31.8111111111111,-149.855263157895,bpa,-7.44254032258061,21.3878676470588
sorority,chapter,slave,other,similar,31.8111111111111,-149.855263157895,bpa,-7.44254032258061,21.3878676470588
sorority,chapter,slave,other,associated,31.8111111111111,-149.855263157895,bpa,-7.44254032258061,21.3878676470588
sorrow,remorse,announce,other,related,-6.54010695187168,-86.4461152882206,synonym,93.71875,18.15625
sorrow,remorse,announce,other,similar,-6.54010695187168,-86.4461152882206,synonym,93.71875,18.15625
sorrow,remorse,announce,other,associated,-6.54010695187168,-86.4461152882206,synonym,93.71875,18.15625
sorry,empathy,jewelry,other,related,4.33180778032033,84.294930875576,unclassified,-74.96875,13.9375
sorry,empathy,jewelry,other,similar,4.33180778032033,84.294930875576,unclassified,-74.96875,13.9375
