isolated_context,constraint,category
[CLS] there was a beehive [MASK] the elliott 's house . [SEP],0.3203426972,4
"[CLS] and in [MASK] a month , his teeth had become noticeably whiter ! [SEP]",0.4033063501,5
[CLS] he put the tooth [MASK] his pillow for the tooth fairy . [SEP],0.5433346033,6
[CLS] last night she played [MASK] our rug . [SEP],0.6435793638,7
[CLS] one day james found the cleaners and chemicals [MASK] the sink . [SEP],0.7135952711,8
"[CLS] using sleeping bags , krishna and his friends slept [MASK] the stars . [SEP]",0.843988061,9
"[CLS] while walking , i felt a sharp pain [MASK] my foot and dropped the bags . [SEP]",0.9413406551,10
[CLS] abby ca n't [MASK] people . [SEP],0.0996086784,1
[CLS] i [MASK] the frustration but ca n't make that happen . [SEP],0.1443583295,2
[CLS] i could n't [MASK] what the teacher was talking about . [SEP],0.2259389386,3
"[CLS] after an hour of work , melanie started to [MASK] the problems . [SEP]",0.3434028327,4
[CLS] at first she did n't [MASK] what had happened . [SEP],0.4240678996,5
[CLS] he spent the next day in the hospital library trying to [MASK] it . [SEP],0.5475893021,6
[CLS] kelsey did n't [MASK] this behavior from her usually sweet cat . [SEP],0.6229880452,7
[CLS] brett did n't [MASK] what he was trying to say . [SEP],0.7263863385,8
[CLS] joshua could not [MASK] why his grandpa seemed to hate him . [SEP],0.8832694292,9
[CLS] she did n't [MASK] how to give it back . [SEP],0.9859240353,10
[CLS] he noticed some [MASK] fees on it . [SEP],0.0662291702,1
[CLS] i grabbed my backpack and step into the [MASK] . [SEP],0.1871935874,2
[CLS] i went to a lot of [MASK] peoples funerals to help dispel my fears . [SEP],0.2955265939,3
"[CLS] reasons [MASK] to doctors , although i 've come to terms with it . [SEP]",0.3777932078,4
[CLS] i was very nervous thinking about the train and [MASK] area . [SEP],0.4624762982,5
[CLS] they found a complete skeleton of an [MASK] species of dinosaur . [SEP],0.5221003741,6
[CLS] she declined the call since an [MASK] number called . [SEP],0.6326648593,7
"[CLS] [MASK] to anyone , the kids missed one hidden behind a radiator . [SEP]",0.7847527564,8
[CLS] gary always wanted to visit the tomb of the [MASK] soldier . [SEP],0.8424096704,9
[CLS] gary decided he would visit the tomb of the [MASK] soldier again . [SEP],0.923625946,10
[CLS] her teacher promoted her to the next class [MASK] . [SEP],0.0930184275,1
[CLS] he 's been [MASK] for 24 straight hours now . [SEP],0.1602503024,2
[CLS] mike was sitting under the roof while his stepfather was [MASK] hammering . [SEP],0.2957340628,3
"[CLS] soon the robber ran off and joe got [MASK] , very shaken . [SEP]",0.3194940984,4
"[CLS] however , today a random person got [MASK] and begin singing holiday songs . [SEP]",0.4457553476,5
[CLS] harley was walking [MASK] his apartment stairs . [SEP],0.5767960548,6
[CLS] the snake quickly snatched [MASK] the rodent . [SEP],0.6636232138,7
[CLS] kia signed [MASK] for a secret santa program at work . [SEP],0.7613637447,8
[CLS] eve woke [MASK] sick . [SEP],0.8724942505,9
[CLS] he was excited to see it lit [MASK] . [SEP],0.979703784,10
"[CLS] people told ghost stories about the [MASK] , which was used for stock . [SEP]",0.0738593452,1
[CLS] timothy heard a weird noise in his house [MASK] . [SEP],0.1474218518,2
"[CLS] when it was time to go [MASK] , she saw a huge mouse on the steps ! [SEP]",0.2212917358,3
[CLS] he walked back [MASK] to check . [SEP],0.3267742395,4
[CLS] i went back [MASK] and climbed into the shower . [SEP],0.4203906357,5
[CLS] she had hired a babysitter to put wendy to bed [MASK] . [SEP],0.5074460357,6
[CLS] he then ran [MASK] . [SEP],0.6137177944,7
[CLS] an hour later she figured she had enough exercise and went [MASK] . [SEP],0.7533103526,8
[CLS] lucy immediately ran [MASK] to the chocolate fountain to taste . [SEP],0.8406167924,9
[CLS] i ran [MASK] where the television was to watch the news with others . [SEP],0.9497856796,10
"[CLS] looking back , richard knew it had been the [MASK] of a lifetime . [SEP]",0.0996451378,1
[CLS] jill went on [MASK] and was able to communicate with the people . [SEP],0.1510700062,2
[CLS] while on [MASK] they all went to the beach . [SEP],0.2996179312,3
[CLS] the family thought long and hard about what to do for [MASK] . [SEP],0.3361911252,4
"[CLS] this year , [MASK] bible school was held the second week of july . [SEP]",0.4641171098,5
[CLS] kim went on [MASK] with 4 of her friends . [SEP],0.5661838502,6
[CLS] abbey wanted to take a [MASK] with her husband . [SEP],0.6430974007,7
[CLS] both girls had an enjoyable week at [MASK] bible school . [SEP],0.7812716663,8
[CLS] patrick and his family went to [MASK] in fort lauderdale . [SEP],0.8310536742,9
[CLS] his co - workers and kids knew the one [MASK] he truly wanted . [SEP],0.9685035944,10
"[CLS] it was [MASK] , but broken . [SEP]",0.069006335,1
[CLS] i was glad i bought a metal detector as the coin was very [MASK] . [SEP],0.1805128269,2
[CLS] he found a [MASK] golden coin during his cleaning duties . [SEP],0.2623140588,3
[CLS] her [MASK] things were all gone . [SEP],0.3119769171,4
[CLS] he got to learn [MASK] lessons . [SEP],0.4958555475,5
[CLS] karen learned a very [MASK] lesson . [SEP],0.584677428,6
[CLS] rick learned a [MASK] lesson that week . [SEP],0.692066431,7
"[CLS] finding [MASK] jewels , he started putting them in his bag . [SEP]",0.7742858231,8
[CLS] lea had to grudgingly admit there are [MASK] things money ca n't buy . [SEP],0.8242157102,9
"[CLS] to his surprise , he was named most [MASK] player ! [SEP]",0.9361923039,10
[CLS] they decided that supreme pizzas offer the best [MASK] . [SEP],0.0885430425,1
[CLS] he and jerry have spent the afternoon searching ebay for it 's [MASK] . [SEP],0.1769250035,2
[CLS] he was excited to see that it increased with [MASK] over time . [SEP],0.297938332,3
[CLS] i thanked her and realized the [MASK] of our friendship . [SEP],0.3550437987,4
"[CLS] and when she bought it , she truly did appreciate its [MASK] ! [SEP]",0.4926042557,5
[CLS] the [MASK] of the item was over a thousand dollars ! [SEP],0.5734967589,6
[CLS] jane understood that they held sentimental [MASK] . [SEP],0.6967977881,7
[CLS] he bought the house at auction for half of its [MASK] . [SEP],0.7959860563,8
[CLS] dan wanted to teach his daughter the [MASK] of a dollar . [SEP],0.879108727,9
[CLS] gill treasures this stamp despite it 's relatively small monetary [MASK] . [SEP],0.9077598453,10
[CLS] they shared the [MASK] . [SEP],0.0810336638,1
[CLS] when the harvest was ready she cooked up the [MASK] . [SEP],0.1160616092,2
[CLS] my family only ate [MASK] . [SEP],0.2073558532,3
[CLS] cari picked the ripe [MASK] from the garden . [SEP],0.3458682597,4
"[CLS] my son in law does not eat [MASK] , and starved . [SEP]",0.4827598482,5
[CLS] i tried a few [MASK] so far . [SEP],0.532633543,6
[CLS] he ate more fruits and [MASK] . [SEP],0.6121072173,7
[CLS] john waited patiently for fruits and [MASK] . [SEP],0.7895204425,8
[CLS] she began a lot of fruits and [MASK] instead of unhealthy snacks . [SEP],0.8491640985,9
[CLS] milly wanted to grow fruits and [MASK] . [SEP],0.9670228958,10
[CLS] the [MASK] was not very good . [SEP],0.0961857326,1
[CLS] tom and jake enjoyed the nice [MASK] . [SEP],0.1271087825,2
[CLS] they drive around their desired neighborhood to [MASK] the real estate . [SEP],0.2412039638,3
[CLS] she loved using instagram to [MASK] great pictures . [SEP],0.3373277634,4
[CLS] the only common thing they liked to [MASK] was horror . [SEP],0.423032552,5
[CLS] you had to look down the camera to [MASK] the subject . [SEP],0.5297209918,6
[CLS] the big buck came to [MASK] in the scope . [SEP],0.6144238114,7
[CLS] rocky and his friends split the cost of the pay - per - [MASK] . [SEP],0.7465566099,8
[CLS] the lobby was their first [MASK] . [SEP],0.8834088147,9
[CLS] dan noticed a car coming up on him rapidly in his rear - [MASK] mirror . [SEP],0.9995170832,10
[CLS] she wondered if her risky surgery had fixed her [MASK] at all . [SEP],0.0864507016,1
[CLS] jane failed her [MASK] test at school . [SEP],0.15631897,2
[CLS] brett got the surgery and his [MASK] improved dramatically ! [SEP],0.2864955068,3
[CLS] but she failed the [MASK] portion of the test . [SEP],0.3104114234,4
"[CLS] one day , her [MASK] started to get cloudy . [SEP]",0.4343511015,5
[CLS] i had a [MASK] of a big truck and a voice that said do n't bother . [SEP],0.5122027844,6
[CLS] kyle had always had [MASK] problems . [SEP],0.6816940606,7
[CLS] jim 's field of [MASK] was blocked by the box . [SEP],0.7034087777,8
[CLS] tom noticed his [MASK] acuity decreasing recently . [SEP],0.86779055,9
[CLS] john began having severe headaches and blurry [MASK] . [SEP],0.9105244279,10
[CLS] she realized it was a lot of responsibility and she needed to [MASK] . [SEP],0.0965157934,1
[CLS] he ca n't [MASK] until next week ! [SEP],0.1968947425,2
[CLS] it was decided we would [MASK] and car shop when i mended . [SEP],0.2877149358,3
[CLS] neil decided to always [MASK] for the light from then on . [SEP],0.3901755363,4
[CLS] then we go to bed and [MASK] to celebrate again the next year . [SEP],0.4055811167,5
[CLS] she could n't [MASK] to be on the move . [SEP],0.5744066685,6
[CLS] i can not [MASK] for the wedding next year . [SEP],0.6883178055,7
[CLS] my family and i could not [MASK] to go back there . [SEP],0.7046725154,8
[CLS] paul could n't [MASK] to see them all planted outside . [SEP],0.8528128862,9
[CLS] i could n't [MASK] to start playing . [SEP],0.9119426012,10
[CLS] she was trying to [MASK] her dog and had it in her hand . [SEP],0.092356991,1
[CLS] suzy went for a [MASK] . [SEP],0.1906315684,2
[CLS] the boy took it home and decided to [MASK] with it on him . [SEP],0.2699207142,3
[CLS] lorenzo is so happy he no longer has to [MASK] . [SEP],0.315949928,4
"[CLS] mark started to [MASK] around his new neighborhood , exploring everywhere . [SEP]",0.4999445975,5
[CLS] she was having a nice [MASK] . [SEP],0.5741643757,6
"[CLS] the next day , dan asked lilly if she 'd like to take a [MASK] with him . [SEP]",0.6512291729,7
[CLS] anne took her dog for a [MASK] one night . [SEP],0.7704865634,8
[CLS] jim and theresa went for [MASK] around their neighborhood . [SEP],0.8967888355,9
"[CLS] she got out of the car , and began to [MASK] towards the store . [SEP]",0.9057163894,10
[CLS] i painted the [MASK] and was disappointed because i did n't see sparkle . [SEP],0.0800863653,1
[CLS] soon he began to color on the [MASK] . [SEP],0.1027799789,2
[CLS] she nailed into the [MASK] but she hit too hard and made a hole ! [SEP],0.2802929878,3
[CLS] angela noticed a huge spider on her bedroom [MASK] . [SEP],0.3895700201,4
[CLS] the [MASK] was just one - foot tall after all of his work . [SEP],0.4578479677,5
[CLS] beatrice was hanging a picture on her [MASK] . [SEP],0.5746173412,6
[CLS] brandon took down a painting off the [MASK] . [SEP],0.6655053496,7
[CLS] she painted one [MASK] in every room a new color . [SEP],0.7374810576,8
[CLS] she painted it and hung a nice picture on the [MASK] . [SEP],0.8666732013,9
[CLS] the posts continued to litter her facebook [MASK] . [SEP],0.9244030714,10
"[CLS] by early morning , david decided to buy a few things he did n't [MASK] . [SEP]",0.0914205611,1
[CLS] why would anyone [MASK] someone else 's old teeth ? [SEP],0.1561519317,2
[CLS] but she did n't [MASK] a big bottle . [SEP],0.2225870043,3
"[CLS] however , i did n't [MASK] to cook as i had just cleaned my kitchen . [SEP]",0.3039807081,4
[CLS] she did n't [MASK] to buy another one . [SEP],0.4827354699,5
"[CLS] hannah did n't [MASK] to however , the coach yelled at her . [SEP]",0.5149970949,6
[CLS] she tries to play with him but he does n't [MASK] to leave the cage . [SEP],0.6789894402,7
[CLS] her friends did n't [MASK] to be around her . [SEP],0.7803687751,8
[CLS] they loved it and [MASK] to go back . [SEP],0.8729637861,9
[CLS] when he finds out that she 's a liar he does n't [MASK] to see her again . [SEP],0.9052741826,10
[CLS] he went to fight the [MASK] never to return . [SEP],0.0731330738,1
"[CLS] during the [MASK] , the air force disguised a blimp as a cloud . [SEP]",0.1246872358,2
"[CLS] separated by life , the boy goes to fight [MASK] , she returned to college . [SEP]",0.2855927795,3
[CLS] tyler loses his life in a [MASK] . [SEP],0.3915662169,4
[CLS] ron and tim are teenage brother having a prank [MASK] . [SEP],0.4876386821,5
[CLS] there is now a snowball [MASK] in my backyard . [SEP],0.5458153486,6
[CLS] miles encoded the germans [MASK] code . [SEP],0.6387788951,7
[CLS] he said he has never lost a thumb [MASK] . [SEP],0.754750222,8
[CLS] john was an aging world [MASK] two veteran . [SEP],0.8391288221,9
[CLS] he told jeff that the teacher loved papers on the civil [MASK] . [SEP],0.9480229914,10
[CLS] she first put a [MASK] dog sweater on her dog . [SEP],0.0916743875,1
[CLS] it was cold and i wanted to buy something [MASK] . [SEP],0.1453526691,2
[CLS] they relaxed and enjoyed the [MASK] sun . [SEP],0.2258126289,3
[CLS] he loved feeling the [MASK] water and looking at the amazing views . [SEP],0.3423389867,4
[CLS] ny has had an unseasonably [MASK] winter . [SEP],0.4873350114,5
[CLS] she filled the bathtub with [MASK] water . [SEP],0.5090054572,6
[CLS] it took me an hour to [MASK] up again ! [SEP],0.6216730177,7
[CLS] sam sprained his ankle during [MASK] - ups . [SEP],0.7400306761,8
[CLS] tim brought a hot toddy to [MASK] them up . [SEP],0.8284793496,9
[CLS] i wore a very long coat around town yesterday to stay [MASK] . [SEP],0.9073497951,10
[CLS] he decides to [MASK] them when he gets home . [SEP],0.0740412045,1
[CLS] i put it in the [MASK] when i got it . [SEP],0.1547013596,2
[CLS] julie 's mother would try and [MASK] her hair quickly . [SEP],0.2073792219,3
[CLS] daniel thought it was a good idea to [MASK] the blankets on his bed . [SEP],0.3286152035,4
[CLS] steve worked outdoors at the car [MASK] . [SEP],0.4575956762,5
[CLS] chris tried to [MASK] the pan first with soap . [SEP],0.5439098775,6
[CLS] doug arrives at the car [MASK] . [SEP],0.6041192114,7
[CLS] her mother wanted her to [MASK] the dishes . [SEP],0.7411020696,8
"[CLS] therefore , his girlfriend never asked him to [MASK] dishes again . [SEP]",0.884275198,9
[CLS] ellen realized she 'd forgotten to [MASK] off her makeup ! [SEP],0.9819364548,10
[CLS] reed decided he would start a neighborhood [MASK] program . [SEP],0.0833803136,1
[CLS] an actor decided to [MASK] all of the movies he acted in . [SEP],0.1110998876,2
[CLS] she decided to [MASK] videos on youtube . [SEP],0.2743187994,3
[CLS] i was n't sure if i should [MASK] it or not so i paused for a minute . [SEP],0.330100894,4
[CLS] sometimes he 'll go out and stand and [MASK] . [SEP],0.404029876,5
[CLS] dan loved to [MASK] dancing with the stars . [SEP],0.5165009648,6
"[CLS] as timmy put it into creek , he went to the bridge to [MASK] it pass . [SEP]",0.6577068567,7
[CLS] they found a nice empty spot to [MASK] the surf . [SEP],0.7178452313,8
[CLS] nathan wanted to [MASK] a movie with his friend . [SEP],0.8838965297,9
[CLS] ky made a deal with them- he could [MASK] 2 hours of tv every day . [SEP],0.9316399693,10
[CLS] she had fun and loved the [MASK] . [SEP],0.0752392411,1
[CLS] no one but me noticed he was struggling in the [MASK] . [SEP],0.1334166601,2
[CLS] then we drove 3 hours to the [MASK] park . [SEP],0.2903790176,3
"[CLS] after flushing my toilet , [MASK] started to come out of the bowl . [SEP]",0.3308786899,4
"[CLS] she loved the clear , warm blue [MASK] . [SEP]",0.4920287877,5
[CLS] he boils the [MASK] and drops the pasta in . [SEP],0.5620288849,6
[CLS] he quickly scooped the trout out of the [MASK] with his hands . [SEP],0.696895957,7
"[CLS] one of the pipes in his kitchen had burst , leaking [MASK] everywhere . [SEP]",0.7852205634,8
[CLS] on the first day joel fell off a [MASK] ski . [SEP],0.878672719,9
"[CLS] then , he noticed [MASK] was coming from his ceiling , as well ! [SEP]",0.9054863155,10
"[CLS] eventually , her friend taught her the correct [MASK] . [SEP]",0.0854581539,1
[CLS] unfortunately it was the wrong [MASK] . [SEP],0.1508155689,2
[CLS] time decided that reading was the best [MASK] . [SEP],0.2141292468,3
[CLS] and he had no [MASK] to express himself . [SEP],0.3317941427,4
[CLS] she did n't like the [MASK] he decorated . [SEP],0.431271404,5
[CLS] she jumped out of the [MASK] just as the branch crashed down . [SEP],0.5856274664,6
[CLS] tracy prayed for a [MASK] to get rid of douglas ? [SEP],0.6660860926,7
[CLS] we fished all the [MASK] until sundown . [SEP],0.7487795353,8
[CLS] ruth loved the [MASK] that the light shown through the animals . [SEP],0.806447804,9
[CLS] tony decided to make lemonade the old - fashioned [MASK] . [SEP],0.9994402528,10
"[CLS] one night when he was cold , he decided to [MASK] them . [SEP]",0.092445679,1
[CLS] he could n't believe he had to [MASK] them for years . [SEP],0.1427799836,2
"[CLS] after getting them off , she did n't [MASK] her retainer . [SEP]",0.2405788898,3
[CLS] he was happy to have something warm to [MASK] for winter . [SEP],0.3947395235,4
[CLS] i could n't find any clean clothes to [MASK] in my drawers . [SEP],0.4921797365,5
[CLS] she refused to [MASK] either pair . [SEP],0.5365717113,6
[CLS] now they made an agreement on who can [MASK] the shoes on what day . [SEP],0.6987143457,7
[CLS] roger wanted to [MASK] his new shirt to school . [SEP],0.7045797706,8
[CLS] he even had to [MASK] a tie ! [SEP],0.8533435762,9
[CLS] nina could n't find a dress to [MASK] to the school dance . [SEP],0.998540014,10
[CLS] the [MASK] toned down around three in the morning . [SEP],0.0922680087,1
"[CLS] when they got there , the [MASK] was beautiful . [SEP]",0.1249502972,2
[CLS] the [MASK] was beautiful for the reunion . [SEP],0.2123424374,3
[CLS] he walked through all the greenery and enjoyed the [MASK] . [SEP],0.3142660484,4
[CLS] the [MASK] is really snowy and chilly in the winter . [SEP],0.4027869552,5
[CLS] the [MASK] was cold outside . [SEP],0.5204165429,6
[CLS] he liked to sit near it and enjoy the [MASK] . [SEP],0.6049801409,7
[CLS] the [MASK] was terrible with spot thunderstorms . [SEP],0.7597504258,8
[CLS] the [MASK] forecast said it would be sunny all day . [SEP],0.8137218058,9
[CLS] mona checks the [MASK] forecast . [SEP],0.9434389174,10
[CLS] suddenly the [MASK] was pushed up by several months . [SEP],0.0610684902,1
"[CLS] at the [MASK] , cathy was blown away at the huge ice sculpture . [SEP]",0.132179562,2
[CLS] i was taking pictures of my friend 's [MASK] the other day . [SEP],0.2573488876,3
[CLS] the best man brought the flowers in time for the [MASK] . [SEP],0.3643140197,4
[CLS] i was going to a friend 's [MASK] . [SEP],0.4053612649,5
[CLS] cindy is wearing her favorite blue dress to her friend 's [MASK] . [SEP],0.5446619391,6
[CLS] she had always dreamed of having a big [MASK] . [SEP],0.6509132385,7
[CLS] all of her guest were very impressed with [MASK] . [SEP],0.7996703386,8
[CLS] he went to his closet and got his wife 's [MASK] dress . [SEP],0.8211345673,9
[CLS] they got engaged and deborah knew she had to plan the [MASK] . [SEP],0.9454317093,10
[CLS] they both set a time to go over the [MASK] . [SEP],0.0851857923,1
[CLS] but it was friday and a holiday [MASK] . [SEP],0.1727860086,2
[CLS] ada 's whole [MASK] was ruined by rain . [SEP],0.2334345616,3
"[CLS] soon , they had spent the entire [MASK] beating the game . [SEP]",0.3390406668,4
"[CLS] they spent all [MASK] there , having a blast . [SEP]",0.4791199267,5
[CLS] that [MASK] cara then set up signs to advertise her sale . [SEP],0.5853147209,6
[CLS] sally practiced all [MASK] long . [SEP],0.6137191802,7
"[CLS] he does n't know it yet , but this [MASK] he gets to pick out a dog ! [SEP]",0.7700949013,8
[CLS] he had no luck the first [MASK] . [SEP],0.8919450939,9
[CLS] one [MASK] he got to meet the artist . [SEP],0.9154601395,10
[CLS] desi had not been able to see her foot because of her [MASK] . [SEP],0.0710315481,1
[CLS] i decided to do wrist circles with 20 pounds of [MASK] . [SEP],0.1444119252,2
[CLS] due to the [MASK] and heat in the church he passed out . [SEP],0.2419389039,3
[CLS] henry started to lose [MASK] . [SEP],0.3730163276,4
[CLS] david noticed he had put on a lot of [MASK] recently . [SEP],0.4600613415,5
[CLS] nera lost a lot of [MASK] . [SEP],0.5215545893,6
[CLS] tina really wanted to lose some [MASK] . [SEP],0.6016180217,7
[CLS] he really wanted to lose some [MASK] in order to impress his wife . [SEP],0.7724899948,8
[CLS] he realized he was too fat and wanted to lose [MASK] . [SEP],0.8919575512,9
[CLS] lynn decide to go on a special diet to lose [MASK] . [SEP],0.9915451407,10
[CLS] the consistency was [MASK] and the flavor muted . [SEP],0.0831408165,1
[CLS] one of the classmates stared at them with a [MASK] face . [SEP],0.1876356825,2
[CLS] they find that arizona 's water has a foul smell and tastes [MASK] . [SEP],0.2817047983,3
[CLS] tom liked really [MASK] music . [SEP],0.3738974333,4
[CLS] sara told tom she felt a little [MASK] with his forwardness . [SEP],0.4033732414,5
[CLS] suddenly he noticed a [MASK] white sack attached to it . [SEP],0.5681769252,6
[CLS] about an hour in i noticed something was [MASK] . [SEP],0.6502812505,7
[CLS] i had a [MASK] dream last night . [SEP],0.7135476768,8
[CLS] she could hear a [MASK] type of squawking . [SEP],0.8222648799,9
[CLS] hank 's mouth felt sort of [MASK] . [SEP],0.9295500815,10
[CLS] he continued strong until he reached the [MASK] coast . [SEP],0.0611386504,1
"[CLS] a teacher told her class about life back in the 1800 in the [MASK] , [SEP]",0.1859119982,2
[CLS] [MASK] had always wanted a pet turtle . [SEP],0.2410361394,3
"[CLS] but on the [MASK] coast , she met a great man and fell in love . [SEP]",0.396667093,4
[CLS] but she lived in a dry [MASK] coast city . [SEP],0.4884177148,5
"[CLS] he packed his bags , loaded up his truck , and started driving [MASK] . [SEP]",0.5256976634,6
[CLS] she would always plan amazing trips out [MASK] and out of the country . [SEP],0.685604617,7
[CLS] two troupes of bagpipers decided to re - enact [MASK] side story . [SEP],0.704220742,8
[CLS] yesterday i saw [MASK] side story . [SEP],0.8994905353,9
[CLS] they did a rendition of [MASK] side story . [SEP],0.9814251661,10
[CLS] mary 's dog did not like getting [MASK] . [SEP],0.0714658182,1
"[CLS] he tried that several times , but it just got him [MASK] and angry . [SEP]",0.1990376189,2
[CLS] the next morning he woke up expecting [MASK] soggy ground . [SEP],0.2153660655,3
[CLS] she gave it to edna as a gift so she would n't get [MASK] on the way home . [SEP],0.3912475109,4
[CLS] the soil was perfectly [MASK] now . [SEP],0.4381889105,5
[CLS] her shoes would get [MASK] whenever she went outside in the snow . [SEP],0.54511071740000006,6
[CLS] jake had to play the rest of the game with [MASK] shoes . [SEP],0.6941741705,7
[CLS] he [MASK] through all his expenses can got rid of half of them . [SEP],0.7122581303,8
[CLS] by the time she was done she was dripping [MASK] . [SEP],0.8935115337,9
"[CLS] i realized when i woke up in bed , soaking [MASK] . [SEP]",0.996866554,10
"[CLS] next , they saw the big [MASK] show . [SEP]",0.0429485012,1
"[CLS] staring through the glass , one [MASK] kept coming back up . [SEP]",0.1593525708,2
"[CLS] she had been on 3 [MASK] - watching tours , with no luck ! [SEP]",0.2817570269,3
[CLS] he was hoping to see the big killer [MASK] . [SEP],0.3022804335,4
[CLS] so he was really excited when his class went [MASK] watching . [SEP],0.4902241677,5
[CLS] tom went [MASK] watching today . [SEP],0.5969111472,6
"[CLS] when he got there , he saw a small stuffed animal [MASK] on the sand . [SEP]",0.6665952951,7
[CLS] we went [MASK] watching on a stormy day in august . [SEP],0.7197526991,8
[CLS] a [MASK] came out of the ocean and knocked cari 's kayak over . [SEP],0.8836950958,9
[CLS] he took her [MASK] watching . [SEP],0.9491705596,10
[CLS] but so [MASK] . [SEP],0.0754918978,1
[CLS] i night [MASK] was on sale . [SEP],0.1643346213,2
[CLS] i thought maybe that [MASK] makes her comfortable . [SEP],0.2152115926,3
[CLS] larry ate [MASK] he was able to . [SEP],0.320050694,4
[CLS] he asked his friends [MASK] color . [SEP],0.4888368994,5
[CLS] we went out shopping tonight to pick up [MASK] we needed . [SEP],0.5433273315,6
[CLS] he told her [MASK] color and everything . [SEP],0.6846339405,7
[CLS] she told me [MASK] channel they were on and i switched to it . [SEP],0.7126041651,8
[CLS] her supervisors quizzed her about [MASK] she had learned . [SEP],0.8972454667,9
[CLS] she could not decide [MASK] she wanted . [SEP],0.9774669111,10
[CLS] even [MASK] offered with caramel and candy . [SEP],0.0975394808,1
"[CLS] [MASK] , i looked inside , here was only raw meat and vegetables . [SEP]",0.1630916297,2
"[CLS] [MASK] the baby cam , mark went up to him . [SEP]",0.2474214472,3
"[CLS] [MASK] the discovery was made , clark banged on her door . [SEP]",0.3170400858,4
"[CLS] he had n't even stopped , [MASK] he 'd seen what he 'd done . [SEP]",0.4981235862,5
[CLS] my brother and his friends noticed [MASK] it had been a long time . [SEP],0.5989940763,6
[CLS] ed found it difficult to study [MASK] they were there . [SEP],0.6568823457,7
[CLS] he knew instantly [MASK] someone was lying . [SEP],0.7808676958,8
"[CLS] [MASK] he found the perfect milkshake recipe , he wrote it down . [SEP]",0.8629044294,9
"[CLS] [MASK] i finished , i was exhausted but i felt wonderful . [SEP]",0.9890346825,10
[CLS] he drank a [MASK] carbonated beverage . [SEP],0.0953668356,1
[CLS] for easter sammy got a [MASK] bunny rabbit he named bunnbunn . [SEP],0.1395778991,2
[CLS] dan decided to purchase the [MASK] minivan for their family . [SEP],0.2396737337,3
[CLS] the bright red polish was all over her mom 's new [MASK] carpet . [SEP],0.3817940205,4
[CLS] mike always thought drinking [MASK] wine was not for men . [SEP],0.4532076269,5
[CLS] [MASK] roses were lilly 's favorite flower . [SEP],0.5516514182,6
[CLS] a [MASK] woman yelled at the man for littering . [SEP],0.6202497184,7
[CLS] so he wrote a message on the family 's [MASK] board . [SEP],0.7278014123,8
[CLS] anna went on a [MASK] water rafting trip with her friend . [SEP],0.8654208183,9
[CLS] they all fell in love with a black and [MASK] puppy . [SEP],0.9612177312,10
[CLS] she opened the door to see [MASK] 's knocking . [SEP],0.03163762,1
[CLS] the first year i drove my friends and i [MASK] had decided to go to the beach . [SEP],0.1715803072,2
[CLS] so far i have beaten two players [MASK] ar 300 points better . [SEP],0.2107304931,3
[CLS] egypt nile was an outside cat [MASK] loved to explore . [SEP],0.3707240596,4
[CLS] i once lived with someone [MASK] i considered a friend . [SEP],0.4741715044,5
"[CLS] the yeoman cursed the hussar , [MASK] rode away shaking his head . [SEP]",0.5168218166,6
"[CLS] i told frank , [MASK] made george read . [SEP]",0.630579561,7
[CLS] they told her they got a new owner [MASK] put an end to delivery . [SEP],0.7803521752,8
"[CLS] she stood up to check [MASK] it might be , opening the door . [SEP]",0.8378614187,9
"[CLS] he was reunited with his parents , [MASK] also lived at the zoo . [SEP]",0.9949472249,10
[CLS] she ended up missing out on the [MASK] trip . [SEP],0.0972217806,1
[CLS] the [MASK] team celebrated into the night . [SEP],0.1298467182,2
[CLS] she and her brother watched the [MASK] film . [SEP],0.2063037679,3
[CLS] amanda decorated the [MASK] house like hogwarts . [SEP],0.386191383,4
[CLS] i cleaned the [MASK] house last week . [SEP],0.4411273971,5
[CLS] they saved for their trip for a [MASK] year . [SEP],0.5631964803,6
[CLS] he ate the [MASK] bag in the course of thirty minutes ! [SEP],0.6210181415,7
[CLS] dan redid the [MASK] porch with brick . [SEP],0.7447257638,8
[CLS] he had been carrying them around the [MASK] time . [SEP],0.800832957,9
[CLS] sarah believed the [MASK] thing was set up to humiliate her . [SEP],0.95695436,10
[CLS] the first pitch was [MASK] . [SEP],0.0533935549,1
[CLS] jane was nervous but it was for the school [MASK] talent show . [SEP],0.1213329546,2
[CLS] the crack was half her windshield [MASK] . [SEP],0.214344494,3
[CLS] they lived near a [MASK] creek and the raft would be such fun ! [SEP],0.3818138391,4
[CLS] francis is amazed at the [MASK] variety of beer available . [SEP],0.4709256142,5
[CLS] the frog opened his mouth [MASK] and swallowed the bird whole ! [SEP],0.5762794614,6
"[CLS] she just looked at him with [MASK] , innocent eyes . [SEP]",0.6768508255,7
[CLS] ash grabbed the mic and opened his mouth as [MASK] as he could . [SEP],0.7344619632,8
[CLS] he saw a clue that broke the case [MASK] open . [SEP],0.8391962051,9
[CLS] julio searched far and [MASK] for another fried chicken restaurant . [SEP],0.9834183156,10
[CLS] darren now has a new roommate and it is his ex [MASK] . [SEP],0.0496470407,1
[CLS] my [MASK] walked by and started laughing . [SEP],0.1842733473,2
[CLS] my [MASK] got me a needle . [SEP],0.2248645723,3
[CLS] my [MASK] received two bouquets . [SEP],0.377657637,4
