category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,neutral,blame,scapegoat,sow,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] scapegoat. the last word of this sentence is [MASK] . [SEP],[CLS] sow. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blame,ridicule,gather,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] ridicule. the last word of this sentence is [MASK] . [SEP],[CLS] gather. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blanket,quilt,injection,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] quilt. the last word of this sentence is [MASK] . [SEP],[CLS] injection. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blanket,pillow,victory,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] pillow. the last word of this sentence is [MASK] . [SEP],[CLS] victory. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blonde,brunette,chime,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] brunette. the last word of this sentence is [MASK] . [SEP],[CLS] chime. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blonde,peroxide,ceramics,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] peroxide. the last word of this sentence is [MASK] . [SEP],[CLS] ceramics. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blood,cut,clean,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cut. the last word of this sentence is [MASK] . [SEP],[CLS] clean. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blood,hound,daily,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hound. the last word of this sentence is [MASK] . [SEP],[CLS] daily. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blow,whistle,gum,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] whistle. the last word of this sentence is [MASK] . [SEP],[CLS] gum. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blow,nose,acid,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] nose. the last word of this sentence is [MASK] . [SEP],[CLS] acid. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blue,sapphire,snuggle,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sapphire. the last word of this sentence is [MASK] . [SEP],[CLS] snuggle. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blue,adjective,roommate,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] adjective. the last word of this sentence is [MASK] . [SEP],[CLS] roommate. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blush,embarrass,erect,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] embarrass. the last word of this sentence is [MASK] . [SEP],[CLS] erect. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,blush,flush,grammar,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] flush. the last word of this sentence is [MASK] . [SEP],[CLS] grammar. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,board,bulletin,brittle,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] bulletin. the last word of this sentence is [MASK] . [SEP],[CLS] brittle. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,board,cork,top,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cork. the last word of this sentence is [MASK] . [SEP],[CLS] top. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boat,hull,fingernail,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hull. the last word of this sentence is [MASK] . [SEP],[CLS] fingernail. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boat,gravy,sand,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] gravy. the last word of this sentence is [MASK] . [SEP],[CLS] sand. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,body,physiology,chemistry,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] physiology. the last word of this sentence is [MASK] . [SEP],[CLS] chemistry. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,body,abdomen,sauce,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] abdomen. the last word of this sentence is [MASK] . [SEP],[CLS] sauce. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bomb,explosion,shatter,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] explosion. the last word of this sentence is [MASK] . [SEP],[CLS] shatter. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bomb,nuclear,square,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] nuclear. the last word of this sentence is [MASK] . [SEP],[CLS] square. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bone,hip,continent,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hip. the last word of this sentence is [MASK] . [SEP],[CLS] continent. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bone,bury,construct,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] bury. the last word of this sentence is [MASK] . [SEP],[CLS] construct. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,book,magazine,wide,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] magazine. the last word of this sentence is [MASK] . [SEP],[CLS] wide. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,book,content,tense,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] content. the last word of this sentence is [MASK] . [SEP],[CLS] tense. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boots,hiking,loss,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hiking. the last word of this sentence is [MASK] . [SEP],[CLS] loss. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boots,cowboy,feature,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cowboy. the last word of this sentence is [MASK] . [SEP],[CLS] feature. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bored,busy,reject,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] busy. the last word of this sentence is [MASK] . [SEP],[CLS] reject. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bored,excited,sober,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] excited. the last word of this sentence is [MASK] . [SEP],[CLS] sober. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boring,monotonous,shake,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] monotonous. the last word of this sentence is [MASK] . [SEP],[CLS] shake. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boring,symphony,designer,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] symphony. the last word of this sentence is [MASK] . [SEP],[CLS] designer. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,borrow,lend,nicotine,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lend. the last word of this sentence is [MASK] . [SEP],[CLS] nicotine. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,borrow,sell,identical,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sell. the last word of this sentence is [MASK] . [SEP],[CLS] identical. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boss,secretary,purpose,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] secretary. the last word of this sentence is [MASK] . [SEP],[CLS] purpose. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boss,captain,hurry,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] captain. the last word of this sentence is [MASK] . [SEP],[CLS] hurry. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bother,nag,deal,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] nag. the last word of this sentence is [MASK] . [SEP],[CLS] deal. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bother,offend,perceive,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] offend. the last word of this sentence is [MASK] . [SEP],[CLS] perceive. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bow,arrow,chance,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] arrow. the last word of this sentence is [MASK] . [SEP],[CLS] chance. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bow,violin,flea,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] violin. the last word of this sentence is [MASK] . [SEP],[CLS] flea. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,box,carton,thief,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] carton. the last word of this sentence is [MASK] . [SEP],[CLS] thief. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,box,square,artist,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] square. the last word of this sentence is [MASK] . [SEP],[CLS] artist. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boxer,fighter,conquer,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] fighter. the last word of this sentence is [MASK] . [SEP],[CLS] conquer. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boxer,champion,matter,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] champion. the last word of this sentence is [MASK] . [SEP],[CLS] matter. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boy,girl,knapsack,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] girl. the last word of this sentence is [MASK] . [SEP],[CLS] knapsack. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boy,cuddle,impossible,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cuddle. the last word of this sentence is [MASK] . [SEP],[CLS] impossible. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boyfriend,girlfriend,scenery,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] girlfriend. the last word of this sentence is [MASK] . [SEP],[CLS] scenery. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boyfriend,handsome,badge,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] handsome. the last word of this sentence is [MASK] . [SEP],[CLS] badge. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boys,hardy,swap,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hardy. the last word of this sentence is [MASK] . [SEP],[CLS] swap. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,boys,husky,saddle,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] husky. the last word of this sentence is [MASK] . [SEP],[CLS] saddle. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bra,underwear,sickle,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] underwear. the last word of this sentence is [MASK] . [SEP],[CLS] sickle. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bra,adjustment,pump,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] adjustment. the last word of this sentence is [MASK] . [SEP],[CLS] pump. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bracelet,charm,agency,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] charm. the last word of this sentence is [MASK] . [SEP],[CLS] agency. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bracelet,ankle,dark,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] ankle. the last word of this sentence is [MASK] . [SEP],[CLS] dark. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brain,thinking,syrup,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] thinking. the last word of this sentence is [MASK] . [SEP],[CLS] syrup. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brain,einstein,hem,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] einstein. the last word of this sentence is [MASK] . [SEP],[CLS] hem. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,branch,twig,science,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] twig. the last word of this sentence is [MASK] . [SEP],[CLS] science. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,branch,perch,chalkboard,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] perch. the last word of this sentence is [MASK] . [SEP],[CLS] chalkboard. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brave,daring,untrue,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] daring. the last word of this sentence is [MASK] . [SEP],[CLS] untrue. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brave,soldier,compliment,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] soldier. the last word of this sentence is [MASK] . [SEP],[CLS] compliment. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bravery,valor,peanut,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] valor. the last word of this sentence is [MASK] . [SEP],[CLS] peanut. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bravery,courage,behavior,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] courage. the last word of this sentence is [MASK] . [SEP],[CLS] behavior. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bread,stale,mister,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] stale. the last word of this sentence is [MASK] . [SEP],[CLS] mister. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bread,flour,chinese,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] flour. the last word of this sentence is [MASK] . [SEP],[CLS] chinese. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,break,shatter,yearly,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] shatter. the last word of this sentence is [MASK] . [SEP],[CLS] yearly. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,break,mend,mason,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] mend. the last word of this sentence is [MASK] . [SEP],[CLS] mason. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,breakfast,cereal,relativity,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cereal. the last word of this sentence is [MASK] . [SEP],[CLS] relativity. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,breakfast,egg,fault,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] egg. the last word of this sentence is [MASK] . [SEP],[CLS] fault. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,breathe,air,low,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] air. the last word of this sentence is [MASK] . [SEP],[CLS] low. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,breathe,oxygen,hay,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] oxygen. the last word of this sentence is [MASK] . [SEP],[CLS] hay. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brick,block,school,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] block. the last word of this sentence is [MASK] . [SEP],[CLS] school. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brick,house,headband,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] house. the last word of this sentence is [MASK] . [SEP],[CLS] headband. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bride,groom,gully,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] groom. the last word of this sentence is [MASK] . [SEP],[CLS] gully. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bride,wedding,belong,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] wedding. the last word of this sentence is [MASK] . [SEP],[CLS] belong. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,britain,england,like,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] england. the last word of this sentence is [MASK] . [SEP],[CLS] like. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,britain,britannica,mule,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] britannica. the last word of this sentence is [MASK] . [SEP],[CLS] mule. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,broken,promise,accumulate,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] promise. the last word of this sentence is [MASK] . [SEP],[CLS] accumulate. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,broken,ribs,nephew,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] ribs. the last word of this sentence is [MASK] . [SEP],[CLS] nephew. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brother,sister,finish,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sister. the last word of this sentence is [MASK] . [SEP],[CLS] finish. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brother,sibling,disbelief,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sibling. the last word of this sentence is [MASK] . [SEP],[CLS] disbelief. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brothers,righteous,slab,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] righteous. the last word of this sentence is [MASK] . [SEP],[CLS] slab. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brothers,blues,meteor,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] blues. the last word of this sentence is [MASK] . [SEP],[CLS] meteor. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brush,bristle,musk,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] bristle. the last word of this sentence is [MASK] . [SEP],[CLS] musk. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,brush,broom,ascent,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] broom. the last word of this sentence is [MASK] . [SEP],[CLS] ascent. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bubble,burst,since,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] burst. the last word of this sentence is [MASK] . [SEP],[CLS] since. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bubble,soap,phony,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] soap. the last word of this sentence is [MASK] . [SEP],[CLS] phony. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bucket,pail,pebble,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] pail. the last word of this sentence is [MASK] . [SEP],[CLS] pebble. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bucket,tub,think,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tub. the last word of this sentence is [MASK] . [SEP],[CLS] think. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,buffalo,bison,morals,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] bison. the last word of this sentence is [MASK] . [SEP],[CLS] morals. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,buffalo,herd,around,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] herd. the last word of this sentence is [MASK] . [SEP],[CLS] around. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bug,cricket,beef,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cricket. the last word of this sentence is [MASK] . [SEP],[CLS] beef. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bug,rodent,mower,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] rodent. the last word of this sentence is [MASK] . [SEP],[CLS] mower. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,build,construction,trait,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] construction. the last word of this sentence is [MASK] . [SEP],[CLS] trait. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,build,lumber,insane,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lumber. the last word of this sentence is [MASK] . [SEP],[CLS] insane. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,builder,contractor,toss,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] contractor. the last word of this sentence is [MASK] . [SEP],[CLS] toss. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,builder,creator,waterfall,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] creator. the last word of this sentence is [MASK] . [SEP],[CLS] waterfall. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,building,architect,scapegoat,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] architect. the last word of this sentence is [MASK] . [SEP],[CLS] scapegoat. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,building,complex,what,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] complex. the last word of this sentence is [MASK] . [SEP],[CLS] what. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bum,hobo,normal,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hobo. the last word of this sentence is [MASK] . [SEP],[CLS] normal. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bum,filthy,bravery,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] filthy. the last word of this sentence is [MASK] . [SEP],[CLS] bravery. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bump,lump,tank,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lump. the last word of this sentence is [MASK] . [SEP],[CLS] tank. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bump,grind,condemn,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] grind. the last word of this sentence is [MASK] . [SEP],[CLS] condemn. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bush,shrub,entrance,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] shrub. the last word of this sentence is [MASK] . [SEP],[CLS] entrance. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,bush,plant,disguise,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] plant. the last word of this sentence is [MASK] . [SEP],[CLS] disguise. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,business,corporation,piece,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] corporation. the last word of this sentence is [MASK] . [SEP],[CLS] piece. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,business,statistics,cuff,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] statistics. the last word of this sentence is [MASK] . [SEP],[CLS] cuff. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,busy,occupied,hurricane,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] occupied. the last word of this sentence is [MASK] . [SEP],[CLS] hurricane. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,busy,downtown,capture,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] downtown. the last word of this sentence is [MASK] . [SEP],[CLS] capture. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,butter,peanut,hispanic,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] peanut. the last word of this sentence is [MASK] . [SEP],[CLS] hispanic. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,butter,popcorn,pronoun,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] popcorn. the last word of this sentence is [MASK] . [SEP],[CLS] pronoun. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,butterfly,cocoon,lasting,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cocoon. the last word of this sentence is [MASK] . [SEP],[CLS] lasting. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,butterfly,monarch,son,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] monarch. the last word of this sentence is [MASK] . [SEP],[CLS] son. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cab,taxi,china,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] taxi. the last word of this sentence is [MASK] . [SEP],[CLS] china. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cab,hail,drowsy,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] hail. the last word of this sentence is [MASK] . [SEP],[CLS] drowsy. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabbage,coleslaw,ozone,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] coleslaw. the last word of this sentence is [MASK] . [SEP],[CLS] ozone. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabbage,spinach,decision,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] spinach. the last word of this sentence is [MASK] . [SEP],[CLS] decision. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabin,lodge,death,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lodge. the last word of this sentence is [MASK] . [SEP],[CLS] death. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabin,log,under,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] log. the last word of this sentence is [MASK] . [SEP],[CLS] under. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabinet,file,development,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] file. the last word of this sentence is [MASK] . [SEP],[CLS] development. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cabinet,medicine,unequal,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] medicine. the last word of this sentence is [MASK] . [SEP],[CLS] unequal. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cactus,prickly,beast,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] prickly. the last word of this sentence is [MASK] . [SEP],[CLS] beast. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cactus,desert,jumpy,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] desert. the last word of this sentence is [MASK] . [SEP],[CLS] jumpy. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cake,frosting,best,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] frosting. the last word of this sentence is [MASK] . [SEP],[CLS] best. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cake,baker,yard,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] baker. the last word of this sentence is [MASK] . [SEP],[CLS] yard. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,calculate,compute,constitution,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] compute. the last word of this sentence is [MASK] . [SEP],[CLS] constitution. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,calculate,measure,running,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] measure. the last word of this sentence is [MASK] . [SEP],[CLS] running. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,call,phone,radish,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] phone. the last word of this sentence is [MASK] . [SEP],[CLS] radish. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,call,page,brand,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] page. the last word of this sentence is [MASK] . [SEP],[CLS] brand. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,calm,soothe,cry,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] soothe. the last word of this sentence is [MASK] . [SEP],[CLS] cry. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,calm,enrage,heavy,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] enrage. the last word of this sentence is [MASK] . [SEP],[CLS] heavy. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,camera,tourist,maximum,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tourist. the last word of this sentence is [MASK] . [SEP],[CLS] maximum. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,camera,media,excuse,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] media. the last word of this sentence is [MASK] . [SEP],[CLS] excuse. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,camp,tent,cloth,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tent. the last word of this sentence is [MASK] . [SEP],[CLS] cloth. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,camp,boot,sonic,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] boot. the last word of this sentence is [MASK] . [SEP],[CLS] sonic. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cancer,tumor,monster,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tumor. the last word of this sentence is [MASK] . [SEP],[CLS] monster. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cancer,lung,tenor,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lung. the last word of this sentence is [MASK] . [SEP],[CLS] tenor. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,candle,wick,sonnet,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] wick. the last word of this sentence is [MASK] . [SEP],[CLS] sonnet. the last word of this sentence is [MASK] . [SEP]
